,heart,sleep,step
2018-05-12 4.75時,73.3,2.0,10.0
2018-05-12 5.0時,84.7,2.7,0.0
2018-05-12 5.25時,72.3,2.0,0.0
2018-05-12 5.5時,72.7,2.0,0.0
2018-05-12 5.75時,77.0,2.0,0.0
2018-05-12 6.0時,79.7,2.3,0.0
2018-05-12 6.25時,75.0,2.0,0.0
2018-05-12 6.5時,74.7,2.0,0.0
2018-05-12 6.75時,72.3,2.0,0.0
2018-05-12 7.0時,91.7,2.0,0.0
2018-05-12 7.25時,71.7,2.0,0.0
2018-05-12 7.5時,79.0,2.0,0.0
2018-05-12 7.75時,93.3,3.0,43.7
2018-05-12 8.0時,78.0,3.0,74.0
2018-05-12 8.25時,93.0,3.0,91.0
2018-05-12 8.5時,68.7,3.0,41.0
2018-05-12 8.75時,88.0,3.0,54.0
2018-05-12 9.0時,106.0,3.0,285.7
2018-05-12 9.25時,88.0,3.0,345.0
2018-05-12 9.5時,95.7,3.0,232.0
2018-05-12 9.75時,92.0,3.0,166.5
2018-05-13 21.5時,86.7,3.0,40.0
2018-05-13 22.25時,81.7,2.0,0.0
2018-05-13 22.5時,86.7,2.0,0.0
2018-05-13 22.75時,78.3,2.0,0.0
2018-05-13 23.0時,81.7,2.0,0.0
2018-05-13 23.25時,79.0,2.0,0.0
2018-05-13 23.5時,77.7,2.3,0.0
2018-05-13 23.75時,75.0,2.0,0.0
2018-05-14 0.0時,80.7,2.0,0.0
2018-05-14 0.25時,82.3,2.0,0.0
2018-05-14 0.5時,81.3,2.3,0.0
2018-05-14 0.75時,75.7,2.0,0.0
2018-05-14 1.0時,70.3,2.0,0.0
2018-05-14 1.25時,65.3,2.0,0.0
2018-05-14 1.5時,66.3,2.0,0.0
2018-05-14 1.75時,65.0,2.0,0.0
2018-05-14 2.0時,64.7,2.0,0.0
2018-05-14 2.25時,64.0,1.0,0.0
2018-05-14 2.5時,63.7,1.0,0.0
2018-05-14 2.75時,65.0,1.0,0.0
2018-05-14 3.0時,64.0,1.7,0.0
2018-05-14 3.25時,68.7,2.0,0.0
2018-05-14 3.5時,61.7,1.7,0.0
2018-05-14 3.75時,63.0,1.0,0.0
2018-05-14 4.0時,65.0,1.0,0.0
2018-05-14 4.25時,63.7,1.3,0.0
2018-05-14 4.5時,66.0,2.0,0.0
2018-05-14 4.75時,71.0,2.3,0.0
2018-05-14 5.0時,74.3,2.0,0.0
2018-05-14 5.25時,78.0,2.0,0.0
2018-05-14 5.5時,76.0,2.0,0.0
2018-05-14 5.75時,69.0,2.3,0.0
2018-05-14 6.0時,92.0,3.0,63.0
2018-05-14 6.25時,87.0,3.0,85.0
2018-05-14 6.5時,75.7,3.0,20.0
2018-05-14 6.75時,70.7,3.0,1.0
2018-05-14 7.0時,77.3,3.0,53.0
2018-05-14 7.25時,81.0,3.0,161.0
2018-05-14 7.5時,93.3,3.0,285.3
2018-05-14 7.75時,83.0,3.0,499.3
2018-05-14 8.0時,76.3,3.0,312.0
2018-05-14 8.25時,79.0,3.0,178.5
2018-05-14 21.5時,82.0,3.0,113.5
2018-05-14 21.75時,81.5,3.0,52.0
2018-05-14 22.0時,93.0,3.0,10.0
2018-05-14 22.75時,79.7,3.0,43.0
2018-05-14 23.0時,87.3,3.0,64.5
2018-05-15 0.0時,76.7,2.7,25.0
2018-05-15 0.25時,77.3,2.3,0.0
2018-05-15 0.5時,64.3,1.3,0.0
2018-05-15 0.75時,64.3,1.0,0.0
2018-05-15 1.0時,63.0,1.7,0.0
2018-05-15 1.25時,71.7,1.0,0.0
2018-05-15 1.5時,63.7,2.0,0.0
2018-05-15 1.75時,70.7,1.3,0.0
2018-05-15 2.0時,64.3,1.0,0.0
2018-05-15 2.25時,62.3,1.7,0.0
2018-05-15 2.5時,60.7,1.0,0.0
2018-05-15 2.75時,61.0,1.3,0.0
2018-05-15 3.0時,57.3,2.0,0.0
2018-05-15 3.25時,64.0,2.0,0.0
2018-05-15 3.5時,59.3,2.0,0.0
2018-05-15 3.75時,59.3,2.0,0.0
2018-05-15 4.0時,62.3,2.0,0.0
2018-05-15 4.25時,61.7,2.0,0.0
2018-05-15 4.5時,68.7,2.0,0.0
2018-05-15 4.75時,68.3,2.0,0.0
2018-05-15 5.0時,65.7,2.0,0.0
2018-05-15 5.25時,78.3,2.7,0.0
2018-05-15 6.0時,116.0,3.0,411.5
2018-05-15 6.25時,95.0,3.0,69.7
2018-05-15 7.0時,105.0,3.0,172.0
2018-05-15 7.25時,90.0,3.0,253.7
2018-05-15 7.5時,94.3,3.0,436.3
2018-05-15 7.75時,87.7,3.0,108.0
2018-05-15 21.5時,88.0,3.0,162.5
2018-05-15 21.75時,98.0,3.0,448.7
2018-05-15 22.0時,85.3,3.0,201.0
2018-05-15 22.5時,82.0,3.0,33.0
2018-05-15 23.0時,82.0,3.0,31.0
2018-05-15 23.25時,82.0,3.0,92.0
2018-05-15 23.5時,90.3,3.0,18.0
2018-05-16 0.0時,80.0,3.0,37.0
2018-05-16 0.25時,83.0,3.0,48.0
2018-05-16 1.0時,75.0,1.0,0.0
2018-05-16 1.25時,71.0,1.7,0.0
2018-05-16 1.5時,69.7,1.0,0.0
2018-05-16 1.75時,69.7,1.7,0.0
2018-05-16 2.0時,70.0,2.0,0.0
2018-05-16 2.25時,68.3,2.0,0.0
2018-05-16 2.5時,69.0,2.0,0.0
2018-05-16 2.75時,68.0,2.0,0.0
2018-05-16 3.0時,67.3,1.7,0.0
2018-05-16 3.25時,66.7,1.0,0.0
2018-05-16 3.5時,65.3,2.0,0.0
2018-05-16 3.75時,62.0,2.0,0.0
2018-05-16 4.0時,64.3,2.0,0.0
2018-05-16 4.25時,63.3,2.0,0.0
2018-05-16 4.5時,67.0,2.0,0.0
2018-05-16 4.75時,88.7,2.0,0.0
2018-05-16 5.0時,79.3,2.0,0.0
2018-05-16 5.25時,77.0,2.7,0.0
2018-05-16 5.5時,81.3,3.0,66.0
2018-05-16 6.25時,85.0,3.0,38.0
2018-05-16 7.0時,82.3,3.0,79.3
2018-05-16 7.25時,88.0,3.0,355.0
2018-05-16 7.5時,110.0,3.0,437.7
2018-05-16 7.75時,94.7,3.0,166.2
2018-05-16 21.5時,89.0,3.0,113.0
2018-05-16 21.75時,80.0,3.0,53.5
2018-05-16 22.5時,88.0,3.0,295.5
2018-05-16 22.75時,80.7,3.0,424.7
2018-05-16 23.0時,82.0,3.0,187.3
2018-05-16 23.25時,89.0,3.0,55.0
2018-05-17 0.0時,78.3,3.0,35.0
2018-05-17 0.25時,86.3,3.0,38.0
2018-05-17 1.0時,84.7,3.0,77.0
2018-05-17 1.25時,77.3,1.7,0.0
2018-05-17 1.5時,75.0,1.3,0.0
2018-05-17 1.75時,71.7,2.0,0.0
2018-05-17 2.0時,69.0,2.0,0.0
2018-05-17 2.25時,68.3,2.0,0.0
2018-05-17 2.5時,70.3,1.3,0.0
2018-05-17 2.75時,70.0,1.0,0.0
2018-05-17 3.0時,70.7,1.0,0.0
2018-05-17 3.25時,69.7,1.0,0.0
2018-05-17 3.5時,70.3,1.7,0.0
2018-05-17 3.75時,69.7,2.0,0.0
2018-05-17 4.0時,73.7,2.0,0.0
2018-05-17 4.25時,67.3,2.0,0.0
2018-05-17 4.5時,66.7,2.0,0.0
2018-05-17 4.75時,75.7,2.0,0.0
2018-05-17 5.0時,76.0,2.3,0.0
2018-05-17 5.25時,71.7,2.0,0.0
2018-05-17 5.5時,88.7,2.7,0.0
2018-05-17 5.75時,103.7,3.0,436.3
2018-05-17 6.25時,120.0,3.0,367.0
2018-05-17 6.5時,80.7,3.0,65.0
2018-05-17 7.0時,88.0,3.0,65.5
2018-05-17 7.25時,77.3,3.0,307.7
2018-05-17 7.5時,98.0,3.0,343.0
2018-05-17 7.75時,89.7,3.0,269.0
2018-05-17 8.0時,79.8,3.0,6.0
2018-05-18 21.5時,78.7,3.0,54.0
2018-05-18 21.75時,78.0,3.0,21.0
2018-05-18 22.0時,73.3,3.0,44.5
2018-05-18 22.25時,85.0,3.0,93.0
2018-05-18 22.5時,99.7,3.0,343.7
2018-05-18 23.0時,89.5,3.0,80.0
2018-05-18 23.25時,73.0,3.0,21.0
2018-05-19 0.0時,80.0,3.0,35.5
2018-05-19 0.75時,80.3,3.0,43.0
2018-05-19 1.25時,73.0,2.0,0.0
2018-05-19 1.5時,71.7,1.0,0.0
2018-05-19 1.75時,73.0,1.7,0.0
2018-05-19 2.0時,69.0,2.0,0.0
2018-05-19 2.25時,67.0,2.0,0.0
2018-05-19 2.5時,67.7,2.0,0.0
2018-05-19 2.75時,72.7,2.0,0.0
2018-05-19 3.0時,69.0,1.7,0.0
2018-05-19 3.25時,70.7,1.0,0.0
2018-05-19 3.5時,69.3,2.0,0.0
2018-05-19 3.75時,67.7,1.0,0.0
2018-05-19 4.0時,69.7,1.7,0.0
2018-05-19 4.25時,67.7,2.0,0.0
2018-05-19 4.5時,74.0,2.0,0.0
2018-05-19 4.75時,70.3,2.0,0.0
2018-05-19 5.0時,73.7,2.0,0.0
2018-05-19 5.25時,69.7,2.0,0.0
2018-05-19 5.5時,84.7,2.7,0.0
2018-05-19 5.75時,76.0,2.0,0.0
2018-05-19 6.0時,98.3,3.0,151.5
2018-05-19 6.75時,119.0,3.0,466.5
2018-05-19 7.0時,73.5,3.0,100.0
2018-05-19 7.25時,95.0,3.0,64.5
2018-05-19 7.5時,98.0,3.0,13.0
2018-05-19 8.0時,82.3,3.0,99.5
2018-05-19 8.25時,103.3,3.0,396.7
2018-05-19 8.5時,103.0,3.0,272.7
2018-05-19 8.75時,93.7,3.0,479.0
2018-05-19 9.0時,90.3,3.0,84.3
2018-05-19 22.0時,80.3,1.7,0.0
2018-05-19 22.25時,81.7,1.3,0.0
2018-05-19 22.5時,88.0,2.0,0.0
2018-05-19 22.75時,84.7,1.0,0.0
2018-05-19 23.0時,83.7,1.0,0.0
2018-05-19 23.25時,78.7,1.0,0.0
2018-05-19 23.5時,77.3,1.0,0.0
2018-05-19 23.75時,77.0,1.0,0.0
2018-05-20 0.0時,76.7,2.3,0.0
2018-05-20 0.25時,77.7,2.0,0.0
2018-05-20 0.5時,76.3,2.0,0.0
2018-05-20 0.75時,79.7,2.0,0.0
2018-05-20 1.0時,83.3,2.0,0.0
2018-05-20 1.25時,80.3,1.7,0.0
2018-05-20 1.5時,79.7,1.0,0.0
2018-05-20 1.75時,82.0,1.7,0.0
2018-05-20 2.0時,96.3,1.0,0.0
2018-05-20 2.25時,97.3,1.0,0.0
2018-05-20 2.5時,84.7,2.0,0.0
2018-05-20 2.75時,83.3,1.7,0.0
2018-05-20 3.0時,86.0,1.0,0.0
2018-05-20 3.25時,80.7,1.7,0.0
2018-05-20 3.5時,84.0,1.0,0.0
2018-05-20 3.75時,79.3,2.3,51.0
2018-05-20 4.25時,84.7,2.3,0.0
2018-05-20 4.5時,79.0,2.3,0.0
2018-05-20 4.75時,97.3,2.0,0.0
2018-05-20 5.0時,78.7,2.3,0.0
2018-05-20 5.25時,80.3,2.0,0.0
2018-05-20 5.5時,88.3,2.0,0.0
2018-05-20 5.75時,91.7,2.0,0.0
2018-05-20 6.0時,101.3,1.0,0.0
2018-05-20 6.25時,88.3,1.0,0.0
2018-05-20 6.5時,100.7,2.0,0.0
2018-05-20 6.75時,81.3,1.3,0.0
2018-05-20 7.0時,83.3,1.7,0.0
2018-05-20 7.25時,80.3,2.3,0.0
2018-05-20 7.5時,76.0,2.0,0.0
2018-05-20 7.75時,74.7,2.0,0.0
2018-05-20 8.0時,78.0,2.0,0.0
2018-05-20 8.25時,82.5,2.3,0.0
2018-05-20 8.5時,88.0,3.0,100.0
2018-05-20 8.75時,81.0,3.0,124.0
2018-05-20 9.0時,86.3,3.0,39.0
2018-05-20 9.25時,78.0,3.0,51.0
2018-05-22 21.5時,92.0,3.0,148.5
2018-05-22 21.75時,84.0,3.0,474.3
2018-05-22 22.0時,86.0,3.0,257.7
2018-05-22 22.25時,95.7,3.0,194.0
2018-05-22 22.75時,80.0,3.0,90.0
2018-05-22 23.0時,84.7,3.0,16.0
2018-05-23 0.0時,86.3,3.0,72.0
2018-05-23 0.5時,77.3,3.0,29.0
2018-05-23 1.0時,74.3,2.0,0.0
2018-05-23 1.25時,71.0,2.0,0.0
