,heart,sleep,step
2018-07-2 21.75時,96.3,3.0,88.5
2018-07-2 22.0時,94.3,3.0,116.3
2018-07-2 22.25時,75.0,3.0,38.0
2018-07-2 22.5時,81.7,3.0,133.0
2018-07-2 23.0時,89.7,2.3,0.0
2018-07-2 23.25時,89.3,1.7,0.0
2018-07-2 23.5時,93.0,1.0,0.0
2018-07-2 23.75時,86.0,1.3,0.0
2018-07-3 0.0時,86.0,1.7,0.0
2018-07-3 0.25時,91.0,1.0,0.0
2018-07-3 0.5時,88.0,1.0,0.0
2018-07-3 0.75時,84.7,1.0,0.0
2018-07-3 1.0時,88.0,2.0,0.0
2018-07-3 1.25時,88.0,2.0,0.0
2018-07-3 1.5時,81.7,1.7,58.0
2018-07-3 1.75時,84.7,1.0,0.0
2018-07-3 2.0時,82.3,2.0,0.0
2018-07-3 2.25時,85.7,2.0,0.0
2018-07-3 2.5時,85.7,2.0,0.0
2018-07-3 2.75時,90.0,1.3,0.0
2018-07-3 3.0時,88.3,1.0,0.0
2018-07-3 3.25時,85.3,2.0,0.0
2018-07-3 3.5時,94.0,2.7,0.0
2018-07-3 3.75時,85.7,2.0,0.0
2018-07-3 4.0時,85.7,2.0,0.0
2018-07-3 4.25時,82.0,2.3,0.0
2018-07-3 4.5時,88.3,2.0,0.0
2018-07-3 4.75時,90.3,2.0,0.0
2018-07-3 5.0時,90.3,3.0,68.0
2018-07-3 5.25時,84.7,2.7,0.0
2018-07-3 5.5時,90.0,2.0,0.0
2018-07-3 5.75時,78.7,2.0,0.0
2018-07-3 6.0時,99.0,2.0,0.0
2018-07-3 6.25時,86.0,2.7,74.0
2018-07-3 6.5時,96.5,3.0,110.0
2018-07-3 6.75時,83.7,3.0,78.0
2018-07-3 7.0時,92.0,3.0,176.0
2018-07-3 7.25時,94.3,3.0,308.3
2018-07-3 7.5時,88.0,3.0,259.7
2018-07-3 7.75時,84.7,3.0,386.7
2018-07-3 8.0時,79.8,3.0,219.0
2018-07-3 21.75時,84.3,3.0,24.0
2018-07-3 22.0時,91.0,3.0,477.0
2018-07-3 22.25時,91.0,3.0,187.7
2018-07-3 22.5時,78.0,3.0,115.5
2018-07-3 22.75時,92.5,3.0,16.0
2018-07-3 23.0時,91.3,3.0,49.0
2018-07-3 23.25時,97.3,3.0,119.0
2018-07-3 23.5時,91.0,3.0,22.5
2018-07-4 0.75時,88.3,3.0,243.5
2018-07-4 1.0時,89.0,3.0,84.5
2018-07-4 1.25時,96.3,2.7,0.0
2018-07-4 1.5時,81.0,2.0,0.0
2018-07-4 1.75時,78.0,2.0,0.0
2018-07-4 2.0時,78.0,2.0,0.0
2018-07-4 2.25時,80.7,1.0,0.0
2018-07-4 2.5時,81.3,1.3,0.0
2018-07-4 2.75時,81.7,1.0,0.0
2018-07-4 3.0時,78.7,2.0,0.0
2018-07-4 3.25時,79.7,2.0,0.0
2018-07-4 3.5時,83.3,2.0,0.0
2018-07-4 3.75時,80.3,1.0,0.0
2018-07-4 4.0時,77.7,1.0,0.0
2018-07-4 4.25時,74.3,1.0,0.0
2018-07-4 4.5時,78.7,1.7,0.0
2018-07-4 4.75時,73.3,2.0,0.0
2018-07-4 5.0時,93.3,2.0,0.0
2018-07-4 5.25時,73.7,2.0,0.0
2018-07-4 5.5時,85.3,2.0,0.0
2018-07-4 5.75時,77.7,2.0,0.0
2018-07-4 6.0時,79.0,2.3,0.0
2018-07-4 6.25時,81.5,2.7,0.0
2018-07-4 6.75時,95.3,3.0,108.0
2018-07-4 7.0時,81.0,3.0,266.5
2018-07-4 7.25時,84.7,3.0,262.0
2018-07-4 7.5時,101.7,3.0,362.3
2018-07-4 7.75時,89.0,3.0,206.8
2018-07-4 21.5時,94.0,3.0,32.0
2018-07-4 21.75時,91.0,3.0,77.0
2018-07-4 22.0時,78.3,3.0,28.0
2018-07-4 22.25時,81.7,3.0,42.0
2018-07-4 22.5時,77.7,3.0,211.0
2018-07-4 23.0時,87.0,3.0,61.0
2018-07-5 1.25時,80.3,3.0,114.5
2018-07-5 1.5時,70.7,1.7,0.0
2018-07-5 1.75時,71.7,1.0,0.0
2018-07-5 2.0時,71.0,1.3,0.0
2018-07-5 2.25時,78.0,2.0,0.0
2018-07-5 2.5時,79.3,2.3,0.0
2018-07-5 2.75時,74.7,2.3,0.0
2018-07-5 3.0時,74.7,2.0,0.0
2018-07-5 3.25時,75.3,2.0,0.0
2018-07-5 3.5時,74.7,2.0,0.0
2018-07-5 3.75時,74.7,2.0,0.0
2018-07-5 4.0時,73.0,2.0,0.0
2018-07-5 4.25時,78.3,2.0,0.0
2018-07-5 4.5時,94.3,1.7,0.0
2018-07-5 4.75時,77.7,1.0,0.0
2018-07-5 5.0時,71.3,2.0,0.0
2018-07-5 5.25時,73.0,2.0,0.0
2018-07-5 5.5時,74.7,2.0,0.0
2018-07-5 5.75時,70.0,2.0,0.0
2018-07-5 6.0時,80.7,2.0,0.0
2018-07-5 6.25時,66.7,2.0,0.0
2018-07-5 6.5時,104.0,3.0,90.5
2018-07-5 6.75時,78.0,3.0,48.0
2018-07-5 7.0時,89.0,3.0,126.5
2018-07-5 7.25時,84.3,3.0,267.0
2018-07-5 7.5時,109.7,3.0,382.3
2018-07-5 7.75時,94.8,3.0,248.0
2018-07-5 21.5時,93.3,3.0,379.3
2018-07-5 21.75時,89.0,3.0,205.0
2018-07-5 22.0時,96.0,3.0,54.0
2018-07-5 22.25時,78.0,3.0,105.0
2018-07-5 22.5時,76.3,3.0,35.5
2018-07-5 22.75時,78.7,3.0,47.0
2018-07-5 23.0時,86.7,3.0,63.5
2018-07-5 23.25時,91.3,3.0,37.0
2018-07-5 23.5時,82.3,3.0,60.0
2018-07-6 1.25時,68.3,3.0,180.0
2018-07-6 1.5時,67.3,2.7,0.0
2018-07-6 1.75時,76.0,2.0,0.0
2018-07-6 2.0時,67.0,1.0,0.0
2018-07-6 2.25時,66.0,1.0,0.0
2018-07-6 2.5時,67.0,1.3,0.0
2018-07-6 2.75時,67.0,2.0,0.0
2018-07-6 3.0時,65.7,2.0,0.0
2018-07-6 3.25時,65.3,2.0,0.0
2018-07-6 3.5時,65.7,1.7,0.0
2018-07-6 3.75時,68.3,1.0,0.0
2018-07-6 4.0時,75.3,1.3,0.0
2018-07-6 4.25時,61.0,2.0,0.0
2018-07-6 4.5時,60.0,2.0,0.0
2018-07-6 4.75時,57.0,2.0,0.0
2018-07-6 5.0時,57.3,2.0,0.0
2018-07-6 5.25時,70.7,2.0,0.0
2018-07-6 5.5時,77.3,2.0,0.0
2018-07-6 5.75時,75.7,2.0,0.0
2018-07-6 6.0時,61.3,1.0,0.0
2018-07-6 6.25時,67.0,1.0,0.0
2018-07-6 6.5時,59.0,3.0,77.0
2018-07-6 6.75時,83.3,3.0,48.5
2018-07-6 7.0時,89.0,3.0,196.0
2018-07-6 7.5時,73.0,3.0,442.0
2018-07-6 8.0時,92.3,3.0,363.0
2018-07-6 8.25時,76.3,3.0,360.0
2018-07-6 22.25時,66.7,3.0,37.0
2018-07-6 23.5時,96.3,3.0,279.5
2018-07-7 0.0時,88.3,3.0,371.0
2018-07-7 0.25時,94.5,3.0,477.0
2018-07-7 0.5時,94.0,3.0,31.0
2018-07-7 0.75時,82.3,3.0,38.0
2018-07-7 1.0時,74.7,3.0,34.0
2018-07-7 1.25時,76.3,3.0,38.0
2018-07-7 1.75時,74.7,3.0,127.0
2018-07-7 2.25時,76.3,3.0,192.5
2018-07-7 2.75時,82.0,2.3,0.0
2018-07-7 3.0時,78.7,2.0,0.0
2018-07-7 3.25時,64.0,1.0,0.0
2018-07-7 3.5時,73.0,1.3,0.0
2018-07-7 3.75時,81.0,1.0,0.0
2018-07-7 4.0時,87.7,1.3,0.0
2018-07-7 4.25時,61.7,1.0,0.0
2018-07-7 4.5時,67.7,2.0,0.0
2018-07-7 4.75時,63.3,2.0,0.0
2018-07-7 5.0時,73.0,1.3,0.0
2018-07-7 5.25時,63.7,1.0,0.0
2018-07-7 5.5時,59.3,1.0,0.0
2018-07-7 5.75時,62.3,1.3,0.0
2018-07-7 6.0時,60.0,1.3,0.0
2018-07-7 6.25時,66.3,1.0,0.0
2018-07-7 6.5時,86.7,2.0,0.0
2018-07-7 6.75時,73.3,2.7,64.0
2018-07-7 7.0時,66.7,2.0,0.0
2018-07-7 7.25時,63.7,1.0,0.0
2018-07-7 7.5時,67.0,1.7,0.0
2018-07-7 7.75時,66.3,2.0,0.0
2018-07-7 8.0時,64.7,1.0,0.0
2018-07-7 8.25時,69.0,1.0,0.0
2018-07-7 8.5時,68.3,1.3,0.0
2018-07-7 8.75時,69.0,2.0,0.0
2018-07-7 9.0時,69.0,1.3,0.0
2018-07-7 9.25時,68.7,1.3,0.0
2018-07-7 9.5時,69.3,1.3,0.0
2018-07-7 9.75時,65.7,1.3,0.0
2018-07-7 10.0時,73.0,3.0,62.0
2018-07-7 10.25時,84.0,3.0,107.0
2018-07-7 10.5時,89.0,3.0,12.0
2018-07-7 10.75時,77.3,3.0,26.0
2018-07-7 11.0時,77.0,3.0,81.0
2018-07-7 22.5時,78.0,3.0,111.5
2018-07-7 23.0時,80.5,3.0,250.0
2018-07-7 23.25時,75.3,3.0,31.0
2018-07-8 0.75時,84.0,3.0,200.0
2018-07-8 1.0時,73.7,3.0,96.5
2018-07-8 1.25時,71.0,2.3,0.0
2018-07-8 1.5時,69.0,2.0,0.0
2018-07-8 1.75時,84.7,1.7,0.0
2018-07-8 2.0時,66.0,1.0,0.0
2018-07-8 2.25時,70.3,2.0,0.0
2018-07-8 2.5時,68.7,2.0,0.0
2018-07-8 2.75時,67.3,2.0,0.0
2018-07-8 3.0時,60.3,2.0,0.0
2018-07-8 3.25時,63.7,1.3,0.0
2018-07-8 3.5時,65.0,1.0,0.0
2018-07-8 3.75時,66.7,1.3,0.0
2018-07-8 4.0時,63.3,2.0,0.0
2018-07-8 4.25時,61.7,2.0,0.0
2018-07-8 4.5時,62.7,2.0,0.0
2018-07-8 4.75時,63.7,2.0,0.0
2018-07-8 5.0時,77.0,2.0,0.0
2018-07-8 5.25時,67.0,1.3,0.0
2018-07-8 5.5時,63.0,1.0,0.0
2018-07-8 5.75時,62.3,2.0,0.0
2018-07-8 6.0時,67.7,2.0,0.0
2018-07-8 6.25時,63.3,2.0,0.0
2018-07-8 6.5時,58.0,2.0,0.0
2018-07-8 6.75時,60.0,2.0,0.0
2018-07-8 7.0時,63.0,1.0,0.0
2018-07-8 7.25時,69.3,1.3,0.0
2018-07-8 7.5時,60.7,2.0,0.0
2018-07-8 7.75時,58.7,2.0,0.0
2018-07-8 8.0時,81.5,3.0,113.0
2018-07-8 8.25時,61.0,3.0,75.0
2018-07-8 10.75時,74.7,3.0,43.0
2018-07-8 11.0時,83.3,3.0,66.7
2018-07-8 11.25時,74.7,3.0,156.0
2018-07-8 11.5時,75.7,3.0,132.0
2018-07-8 22.0時,85.7,2.3,0.0
2018-07-8 22.25時,81.3,1.7,0.0
2018-07-8 22.5時,76.7,1.0,0.0
2018-07-8 22.75時,80.7,1.0,0.0
2018-07-8 23.0時,79.0,2.0,0.0
2018-07-8 23.25時,78.3,1.3,0.0
2018-07-8 23.5時,79.0,1.3,0.0
2018-07-8 23.75時,95.5,2.3,0.0
2018-07-9 0.0時,82.7,2.0,0.0
2018-07-9 0.25時,74.7,2.0,0.0
2018-07-9 0.5時,78.0,2.0,0.0
2018-07-9 0.75時,77.0,2.0,0.0
2018-07-9 1.0時,77.3,2.0,0.0
2018-07-9 1.25時,79.7,1.0,0.0
2018-07-9 1.5時,78.3,1.7,0.0
2018-07-9 1.75時,76.3,1.3,0.0
2018-07-9 2.0時,78.3,1.0,0.0
2018-07-9 2.25時,77.0,2.0,0.0
2018-07-9 2.5時,84.7,2.7,0.0
2018-07-9 2.75時,70.7,2.0,0.0
2018-07-9 3.0時,68.0,2.0,0.0
2018-07-9 3.25時,62.0,1.3,0.0
2018-07-9 3.5時,61.3,1.3,0.0
2018-07-9 3.75時,67.0,2.0,0.0
2018-07-9 4.0時,63.3,2.0,0.0
2018-07-9 4.25時,63.7,1.7,0.0
2018-07-9 4.5時,65.7,1.0,0.0
2018-07-9 4.75時,63.3,2.0,0.0
2018-07-9 5.0時,63.0,2.0,0.0
2018-07-9 5.25時,65.7,2.0,0.0
2018-07-9 5.5時,76.0,2.0,0.0
2018-07-9 5.75時,68.0,1.0,0.0
2018-07-9 6.0時,73.7,1.7,0.0
2018-07-9 6.25時,82.5,2.7,148.0
2018-07-9 6.5時,86.5,3.0,37.0
2018-07-9 6.75時,74.7,3.0,165.0
2018-07-9 7.0時,82.0,3.0,88.0
2018-07-9 7.25時,97.0,3.0,232.3
2018-07-9 7.5時,92.0,3.0,440.7
2018-07-9 7.75時,106.7,3.0,273.7
2018-07-9 8.25時,89.7,3.0,220.0
2018-07-9 22.0時,76.0,3.0,45.0
2018-07-9 22.25時,61.7,3.0,49.0
2018-07-9 22.5時,69.3,3.0,70.0
2018-07-9 23.0時,97.7,3.0,269.3
2018-07-9 23.25時,104.0,3.0,313.5
2018-07-9 23.5時,97.0,3.0,90.0
2018-07-10 0.0時,93.0,3.0,134.0
2018-07-10 0.25時,86.0,3.0,15.0
2018-07-10 0.5時,81.7,3.0,237.0
2018-07-10 1.0時,69.3,3.0,30.0
2018-07-10 1.25時,63.7,2.7,0.0
2018-07-10 1.5時,70.3,2.0,0.0
2018-07-10 1.75時,64.0,1.0,0.0
2018-07-10 2.0時,60.0,1.7,0.0
2018-07-10 2.25時,76.3,2.0,0.0
2018-07-10 2.5時,55.0,1.7,0.0
2018-07-10 2.75時,58.0,1.0,0.0
2018-07-10 3.0時,61.3,1.3,0.0
2018-07-10 3.25時,73.7,1.0,0.0
2018-07-10 3.5時,70.0,1.0,0.0
2018-07-10 3.75時,76.0,1.7,0.0
2018-07-10 4.0時,66.0,2.0,0.0
2018-07-10 4.25時,54.7,1.7,0.0
2018-07-10 4.5時,64.3,1.0,0.0
2018-07-10 4.75時,54.7,1.0,0.0
2018-07-10 5.0時,53.0,1.0,0.0
2018-07-10 5.25時,83.3,1.7,0.0
2018-07-10 5.5時,63.7,1.0,0.0
2018-07-10 5.75時,54.7,1.7,0.0
2018-07-10 6.0時,63.3,1.3,0.0
2018-07-10 6.25時,66.0,1.0,0.0
2018-07-10 6.75時,67.3,3.0,192.0
2018-07-10 7.0時,79.0,3.0,83.0
2018-07-10 7.25時,87.0,3.0,338.7
2018-07-10 7.5時,95.0,3.0,467.7
2018-07-10 7.75時,88.7,3.0,267.0
2018-07-10 8.75時,85.3,3.0,160.0
2018-07-10 9.0時,75.7,3.0,104.0
2018-07-10 9.75時,82.3,3.0,42.0
2018-07-10 10.0時,76.7,3.0,22.0
2018-07-10 10.25時,73.3,3.0,98.7
2018-07-10 10.5時,74.7,3.0,46.0
2018-07-10 10.75時,79.0,3.0,33.0
2018-07-10 11.25時,69.0,3.0,45.0
2018-07-10 11.5時,75.7,3.0,175.5
2018-07-10 11.75時,81.3,3.0,278.3
2018-07-10 22.0時,66.7,3.0,52.0
2018-07-10 22.5時,75.0,3.0,59.0
2018-07-10 22.75時,67.7,3.0,52.0
2018-07-10 23.0時,70.7,3.0,41.0
2018-07-10 23.25時,87.7,3.0,48.0
2018-07-10 23.5時,71.3,3.0,91.5
2018-07-11 0.0時,88.0,3.0,216.3
2018-07-11 0.25時,90.0,3.0,222.5
2018-07-11 0.5時,75.0,3.0,98.5
2018-07-11 0.75時,80.3,3.0,44.5
2018-07-11 1.0時,79.7,3.0,60.3
2018-07-11 1.25時,76.7,3.0,88.0
2018-07-11 1.5時,77.3,3.0,125.5
2018-07-11 2.25時,65.7,2.3,0.0
2018-07-11 2.5時,71.3,1.3,0.0
2018-07-11 2.75時,64.0,1.0,0.0
2018-07-11 3.0時,64.0,2.0,0.0
2018-07-11 3.25時,64.0,1.3,0.0
2018-07-11 3.5時,64.7,1.0,0.0
2018-07-11 3.75時,65.0,1.0,0.0
2018-07-11 4.0時,64.0,1.7,0.0
2018-07-11 4.25時,70.0,2.0,0.0
2018-07-11 4.5時,65.7,1.3,0.0
2018-07-11 4.75時,72.3,1.3,0.0
2018-07-11 5.0時,63.0,2.0,0.0
2018-07-11 5.25時,69.7,2.0,0.0
2018-07-11 5.5時,77.7,2.0,0.0
2018-07-11 5.75時,74.0,2.0,0.0
2018-07-11 6.0時,78.7,2.3,106.0
2018-07-11 6.25時,88.0,2.7,51.0
2018-07-11 6.5時,78.7,3.0,253.0
2018-07-11 6.75時,79.7,3.0,82.5
2018-07-11 7.0時,84.7,3.0,185.0
2018-07-11 7.25時,91.3,3.0,346.0
2018-07-11 7.5時,97.3,3.0,492.3
2018-07-11 7.75時,88.7,3.0,284.5
2018-07-11 21.5時,87.7,3.0,67.3
2018-07-11 21.75時,85.3,3.0,45.0
2018-07-11 22.0時,85.3,3.0,29.0
2018-07-11 22.25時,83.0,3.0,57.0
2018-07-11 22.75時,85.7,3.0,101.5
2018-07-11 23.0時,79.3,3.0,52.0
2018-07-11 23.25時,93.0,3.0,35.0
2018-07-11 23.5時,84.0,3.0,296.0
2018-07-11 23.75時,79.0,3.0,175.0
2018-07-12 0.0時,86.0,3.0,24.0
2018-07-12 0.25時,79.3,2.7,0.0
2018-07-12 0.5時,73.7,2.0,0.0
2018-07-12 0.75時,75.7,2.0,0.0
2018-07-12 1.0時,73.7,2.0,0.0
2018-07-12 1.25時,83.7,2.3,0.0
2018-07-12 1.5時,72.7,2.0,0.0
2018-07-12 1.75時,72.7,1.3,0.0
2018-07-12 2.0時,69.3,1.3,0.0
2018-07-12 2.25時,70.7,2.0,0.0
2018-07-12 2.5時,72.3,2.3,0.0
2018-07-12 2.75時,70.0,2.0,0.0
2018-07-12 3.0時,82.7,1.7,0.0
2018-07-12 3.25時,69.7,1.0,0.0
2018-07-12 3.5時,64.7,2.0,0.0
2018-07-12 3.75時,65.0,2.0,0.0
2018-07-12 4.0時,64.7,2.0,0.0
2018-07-12 4.25時,74.3,2.3,0.0
2018-07-12 4.5時,67.3,2.0,0.0
2018-07-12 4.75時,65.7,2.0,0.0
2018-07-12 5.0時,64.3,2.0,0.0
2018-07-12 5.25時,66.3,2.0,0.0
2018-07-12 5.5時,71.0,2.0,0.0
2018-07-12 5.75時,60.3,2.0,0.0
2018-07-12 6.0時,73.7,2.0,0.0
2018-07-12 6.25時,77.5,2.7,0.0
2018-07-12 6.5時,73.3,3.0,183.0
2018-07-12 6.75時,76.3,3.0,19.0
2018-07-12 7.0時,85.7,3.0,224.0
2018-07-12 7.25時,97.0,3.0,331.3
2018-07-12 7.5時,82.3,3.0,450.3
2018-07-12 7.75時,91.0,3.0,279.7
2018-07-12 8.0時,69.0,3.0,97.0
2018-07-12 21.5時,78.0,3.0,57.0
2018-07-12 21.75時,83.3,3.0,39.0
2018-07-12 22.0時,82.3,3.0,20.0
2018-07-12 22.25時,82.7,3.0,86.0
2018-07-12 22.5時,85.7,3.0,39.0
2018-07-12 22.75時,83.0,3.0,29.0
2018-07-12 23.0時,84.0,3.0,152.3
2018-07-12 23.25時,89.3,3.0,146.7
2018-07-12 23.5時,83.7,3.0,215.3
2018-07-12 23.75時,84.0,3.0,57.0
2018-07-13 0.0時,97.7,3.0,44.0
2018-07-13 0.25時,71.0,3.0,69.0
2018-07-13 0.5時,81.7,3.0,248.0
2018-07-13 3.75時,73.0,3.0,51.0
2018-07-13 4.0時,76.3,2.7,0.0
2018-07-13 4.25時,71.3,2.0,0.0
2018-07-13 4.5時,70.3,2.0,0.0
2018-07-13 4.75時,71.0,2.0,0.0
2018-07-13 5.0時,72.7,2.0,0.0
2018-07-13 5.25時,67.3,2.3,0.0
2018-07-13 5.5時,70.3,2.0,0.0
2018-07-13 5.75時,65.7,2.0,0.0
2018-07-13 6.0時,67.0,2.0,0.0
2018-07-13 6.25時,70.7,2.0,0.0
2018-07-13 6.5時,93.0,3.0,315.0
2018-07-13 6.75時,74.7,3.0,195.7
2018-07-13 7.0時,80.3,3.0,96.0
2018-07-13 7.25時,83.0,3.0,197.7
2018-07-13 7.5時,95.7,3.0,228.7
2018-07-13 7.75時,99.0,3.0,454.3
2018-07-13 8.0時,86.8,3.0,261.0
2018-07-13 21.5時,92.7,3.0,142.7
2018-07-13 21.75時,81.0,3.0,85.3
2018-07-13 22.0時,96.0,3.0,467.7
2018-07-13 22.25時,101.7,3.0,292.7
2018-07-13 22.5時,80.0,3.0,45.0
2018-07-13 22.75時,86.3,3.0,170.0
2018-07-13 23.0時,84.7,3.0,88.5
2018-07-13 23.25時,80.3,3.0,52.0
2018-07-13 23.75時,82.0,3.0,74.0
2018-07-14 1.0時,69.3,3.0,91.0
2018-07-14 1.25時,65.3,1.7,0.0
2018-07-14 1.5時,65.0,1.0,0.0
2018-07-14 1.75時,62.3,2.0,0.0
2018-07-14 2.0時,69.0,2.0,0.0
2018-07-14 2.25時,64.0,1.3,0.0
2018-07-14 2.5時,63.0,1.0,0.0
2018-07-14 2.75時,62.3,2.0,10.0
2018-07-14 3.0時,64.3,2.0,0.0
2018-07-14 3.25時,61.7,2.0,0.0
2018-07-14 3.5時,62.0,2.0,0.0
2018-07-14 3.75時,60.7,2.0,0.0
2018-07-14 4.0時,61.3,2.0,0.0
2018-07-14 4.25時,67.7,1.0,0.0
2018-07-14 4.5時,68.7,1.0,0.0
2018-07-14 4.75時,66.7,1.0,0.0
2018-07-14 5.0時,67.7,1.3,0.0
2018-07-14 5.25時,61.3,1.0,0.0
2018-07-14 5.5時,67.0,1.7,0.0
2018-07-14 5.75時,62.7,2.0,0.0
2018-07-14 6.0時,69.0,1.0,0.0
2018-07-14 6.25時,77.0,1.7,0.0
2018-07-14 6.5時,72.3,2.0,0.0
2018-07-14 6.75時,60.7,2.0,0.0
2018-07-14 7.0時,64.3,2.0,0.0
2018-07-14 7.25時,59.3,2.0,0.0
2018-07-14 7.5時,82.3,2.0,0.0
2018-07-14 7.75時,86.0,3.0,115.0
2018-07-14 8.0時,89.0,3.0,122.0
2018-07-14 8.5時,92.5,3.0,162.7
2018-07-14 21.75時,88.3,3.0,186.0
2018-07-14 22.0時,89.3,3.0,309.5
2018-07-14 22.75時,78.3,3.0,326.0
2018-07-14 23.0時,113.0,3.0,263.3
2018-07-14 23.25時,88.3,3.0,32.0
2018-07-14 23.5時,90.3,3.0,134.7
2018-07-14 23.75時,72.0,3.0,26.0
2018-07-15 0.0時,97.0,3.0,121.0
2018-07-15 0.5時,96.0,3.0,67.0
2018-07-15 1.0時,87.7,1.0,0.0
2018-07-15 1.25時,85.0,1.7,0.0
2018-07-15 1.5時,89.0,2.0,0.0
2018-07-15 1.75時,88.3,2.0,0.0
2018-07-15 2.0時,106.0,2.0,0.0
2018-07-15 2.25時,108.3,2.0,0.0
2018-07-15 2.5時,103.7,2.0,0.0
2018-07-15 2.75時,98.0,2.3,0.0
2018-07-15 3.0時,93.3,2.0,0.0
2018-07-15 3.25時,99.3,2.0,0.0
2018-07-15 3.5時,85.7,1.0,0.0
2018-07-15 3.75時,99.0,2.0,0.0
2018-07-15 4.0時,89.7,2.0,0.0
2018-07-15 4.25時,86.0,1.0,0.0
2018-07-15 4.5時,91.3,1.3,0.0
2018-07-15 4.75時,86.0,2.0,0.0
2018-07-15 5.0時,88.3,2.0,0.0
2018-07-15 5.25時,87.7,2.0,0.0
2018-07-15 5.5時,90.3,2.0,0.0
2018-07-15 5.75時,92.0,2.0,0.0
2018-07-15 6.0時,82.7,2.0,0.0
2018-07-15 6.25時,89.0,2.0,0.0
2018-07-15 6.5時,86.3,2.0,0.0
2018-07-15 6.75時,81.0,1.0,0.0
2018-07-15 7.0時,80.0,1.3,0.0
2018-07-15 7.25時,83.0,2.0,0.0
2018-07-15 7.5時,79.0,1.0,0.0
2018-07-15 7.75時,81.0,1.0,0.0
2018-07-15 8.0時,76.3,1.0,0.0
2018-07-15 8.25時,76.3,2.0,0.0
2018-07-15 8.5時,74.7,2.0,0.0
2018-07-15 8.75時,75.0,2.3,0.0
2018-07-15 9.0時,71.3,1.0,0.0
2018-07-15 9.25時,69.7,1.0,0.0
2018-07-15 9.5時,67.3,2.0,0.0
2018-07-15 9.75時,67.0,2.0,0.0
2018-07-15 10.0時,70.0,2.3,0.0
2018-07-15 10.25時,83.0,3.0,50.0
2018-07-15 22.0時,73.0,3.0,128.0
