,heart,sleep,step
2018-10-1 21.75時,83.7,3.0,21.0
2018-10-1 22.25時,85.0,3.0,34.0
2018-10-1 22.5時,87.7,3.0,213.3
2018-10-1 23.5時,95.0,3.0,104.0
2018-10-2 0.5時,98.3,3.0,190.5
2018-10-2 0.75時,91.0,3.0,19.0
2018-10-2 1.25時,81.0,1.0,0.0
2018-10-2 1.5時,78.0,1.0,0.0
2018-10-2 1.75時,77.7,1.0,0.0
2018-10-2 2.0時,77.0,1.3,0.0
2018-10-2 2.25時,78.0,2.0,0.0
2018-10-2 2.5時,76.0,1.3,0.0
2018-10-2 2.75時,78.7,1.0,0.0
2018-10-2 3.0時,71.7,1.0,0.0
2018-10-2 3.25時,73.0,1.3,0.0
2018-10-2 3.5時,77.0,2.0,0.0
2018-10-2 3.75時,77.0,1.3,0.0
2018-10-2 4.0時,78.3,1.0,0.0
2018-10-2 4.25時,76.7,1.3,0.0
2018-10-2 4.5時,74.3,2.0,0.0
2018-10-2 4.75時,80.0,2.0,0.0
2018-10-2 5.0時,76.7,2.0,0.0
2018-10-2 5.25時,78.3,2.0,0.0
2018-10-2 5.5時,79.0,2.3,0.0
2018-10-2 5.75時,84.7,2.0,0.0
2018-10-2 6.0時,83.3,2.7,123.0
2018-10-2 6.25時,88.0,3.0,46.0
2018-10-2 6.75時,87.3,3.0,113.0
2018-10-2 7.0時,86.7,3.0,38.0
2018-10-2 7.25時,85.7,3.0,279.3
2018-10-2 7.5時,97.7,3.0,281.0
2018-10-2 7.75時,105.0,3.0,268.7
2018-10-2 8.0時,83.3,3.0,46.0
2018-10-2 8.75時,83.5,3.0,274.0
2018-10-2 9.0時,88.3,3.0,41.0
2018-10-2 9.75時,86.3,3.0,148.3
2018-10-2 10.0時,86.3,3.0,9.5
2018-10-2 10.75時,81.7,3.0,23.0
2018-10-2 11.0時,80.0,3.0,29.3
2018-10-2 11.5時,78.7,3.0,149.0
2018-10-2 11.75時,84.7,3.0,253.0
2018-10-3 7.0時,100.0,3.0,417.5
2018-10-3 7.25時,82.5,3.0,233.7
2018-10-3 7.5時,78.0,3.0,177.5
2018-10-3 7.75時,76.0,3.0,216.3
2018-10-3 8.5時,98.0,3.0,390.0
2018-10-3 9.75時,85.7,3.0,31.0
2018-10-3 10.0時,85.7,3.0,210.3
2018-10-3 10.25時,100.0,3.0,290.7
2018-10-3 10.5時,72.3,3.0,31.0
2018-10-3 10.75時,70.3,3.0,159.0
2018-10-3 11.0時,95.3,3.0,118.0
2018-10-3 11.75時,81.7,3.0,56.0
2018-10-3 13.0時,86.3,114.0,114.0
2018-10-3 21.5時,83.0,3.0,214.5
2018-10-3 21.75時,86.2,3.0,276.8
2018-10-3 22.0時,85.5,3.0,147.3
2018-10-4 1.25時,75.7,1.3,0.0
2018-10-4 1.5時,74.0,1.0,0.0
2018-10-4 1.75時,81.0,2.0,0.0
2018-10-4 2.0時,71.2,2.0,0.0
2018-10-4 2.25時,74.0,1.3,0.0
2018-10-4 2.5時,75.3,1.0,0.0
2018-10-4 2.75時,74.0,2.0,0.0
2018-10-4 3.0時,73.7,2.0,0.0
2018-10-4 3.25時,72.0,2.0,0.0
2018-10-4 3.5時,71.2,2.0,0.0
2018-10-4 3.75時,76.3,2.0,0.0
2018-10-4 4.0時,70.0,2.0,0.0
2018-10-4 4.25時,70.0,2.0,0.0
2018-10-4 4.5時,79.3,2.0,0.0
2018-10-4 4.75時,81.7,2.0,0.0
2018-10-4 5.0時,72.7,2.0,0.0
2018-10-4 5.25時,68.7,2.0,0.0
2018-10-4 5.5時,70.0,2.3,0.0
2018-10-4 5.75時,71.3,2.7,0.0
2018-10-4 6.0時,77.0,2.3,0.0
2018-10-4 21.75時,86.0,3.0,92.0
2018-10-4 22.25時,85.5,3.0,242.0
2018-10-4 22.5時,91.0,3.0,151.5
2018-10-4 23.0時,74.3,3.0,30.0
2018-10-4 23.25時,80.0,3.0,28.0
2018-10-4 23.5時,74.7,3.0,28.0
2018-10-4 23.75時,88.5,3.0,87.5
2018-10-5 0.0時,86.3,3.0,42.5
2018-10-5 0.5時,77.7,3.0,65.5
2018-10-5 0.75時,75.0,2.7,0.0
2018-10-5 1.0時,71.0,2.0,20.0
2018-10-5 1.25時,70.0,2.0,0.0
2018-10-5 1.5時,69.7,1.0,0.0
2018-10-5 1.75時,68.0,1.0,0.0
2018-10-5 2.0時,67.5,1.3,0.0
2018-10-5 2.25時,67.0,1.3,0.0
2018-10-5 2.5時,70.3,1.3,0.0
2018-10-5 2.75時,67.3,1.0,0.0
2018-10-5 3.0時,67.7,1.3,0.0
2018-10-5 3.25時,66.7,1.0,0.0
2018-10-5 3.5時,65.7,1.0,0.0
2018-10-5 3.75時,66.3,1.7,0.0
2018-10-5 4.0時,65.3,2.0,0.0
2018-10-5 4.25時,75.7,2.0,0.0
2018-10-5 4.5時,70.3,2.3,0.0
2018-10-5 4.75時,83.5,2.3,0.0
2018-10-5 5.0時,71.3,2.0,0.0
2018-10-5 5.25時,75.3,2.0,0.0
2018-10-5 5.5時,70.3,2.0,0.0
2018-10-5 5.75時,79.0,2.0,0.0
2018-10-5 6.0時,74.0,2.3,0.0
2018-10-5 6.25時,75.0,2.3,0.0
2018-10-5 6.5時,70.0,2.7,0.0
2018-10-5 6.75時,90.3,3.0,73.0
2018-10-5 7.0時,77.2,3.0,206.3
2018-10-5 7.25時,74.7,3.0,234.0
2018-10-5 7.75時,96.0,3.0,216.7
2018-10-5 8.25時,77.7,3.0,70.0
2018-10-5 8.5時,80.7,3.0,39.0
2018-10-5 9.0時,77.7,3.0,38.0
2018-10-6 0.5時,84.5,3.0,73.5
2018-10-6 0.75時,89.3,3.0,23.5
2018-10-6 1.25時,75.0,2.0,0.0
2018-10-6 1.5時,74.3,1.0,0.0
2018-10-6 1.75時,73.0,1.7,0.0
2018-10-6 2.0時,71.3,2.0,0.0
2018-10-6 2.25時,74.0,1.3,0.0
2018-10-6 2.5時,75.7,1.3,0.0
2018-10-6 2.75時,71.0,2.0,0.0
2018-10-6 3.0時,69.3,1.3,0.0
2018-10-6 3.25時,68.0,1.0,0.0
2018-10-6 3.5時,67.3,2.0,0.0
2018-10-6 3.75時,71.3,2.0,0.0
2018-10-6 4.0時,72.7,2.0,0.0
2018-10-6 4.25時,72.0,2.0,0.0
2018-10-6 4.5時,70.0,2.0,0.0
2018-10-6 4.75時,67.7,2.0,0.0
2018-10-6 5.0時,71.7,2.0,0.0
2018-10-6 5.25時,72.7,2.0,0.0
2018-10-6 5.5時,73.7,2.0,0.0
2018-10-6 5.75時,77.0,2.3,0.0
2018-10-6 6.0時,73.0,2.0,0.0
2018-10-6 6.25時,85.7,2.0,0.0
2018-10-6 6.5時,81.3,2.3,0.0
2018-10-6 6.75時,73.5,2.0,0.0
2018-10-6 7.0時,73.0,2.0,0.0
2018-10-6 7.25時,77.5,2.0,0.0
2018-10-6 7.5時,89.0,2.0,81.5
2018-10-6 8.0時,80.3,3.0,26.0
2018-10-6 8.25時,85.0,3.0,155.5
2018-10-6 8.5時,87.3,3.0,276.0
2018-10-6 8.75時,84.7,3.0,28.5
2018-10-6 9.0時,84.3,3.0,66.0
2018-10-6 11.0時,81.7,3.0,174.0
2018-10-6 11.25時,77.7,3.0,6.0
2018-10-6 23.0時,74.7,3.0,122.0
2018-10-7 1.25時,69.7,3.0,45.5
2018-10-7 1.5時,63.0,3.0,37.0
2018-10-7 1.75時,65.7,3.0,32.0
2018-10-7 3.5時,67.0,3.0,52.0
2018-10-7 4.0時,62.7,1.7,0.0
2018-10-7 4.5時,61.0,2.0,0.0
2018-10-7 4.75時,65.0,2.0,0.0
2018-10-7 5.0時,68.5,2.0,0.0
2018-10-7 5.25時,60.7,2.0,0.0
2018-10-7 5.5時,65.7,2.3,0.0
2018-10-7 5.75時,60.0,2.3,0.0
2018-10-7 6.0時,57.0,2.0,0.0
2018-10-7 6.25時,54.8,2.0,0.0
2018-10-7 6.5時,65.7,2.7,0.0
2018-10-7 6.75時,56.7,2.0,0.0
2018-10-7 7.0時,73.7,2.0,0.0
2018-10-7 7.75時,109.0,3.0,342.0
2018-10-7 9.0時,93.7,3.0,237.7
2018-10-7 9.25時,90.0,3.0,251.0
2018-10-7 9.5時,85.7,3.0,263.3
2018-10-7 9.75時,92.3,3.0,308.5
2018-10-7 21.5時,93.0,3.0,92.0
2018-10-7 21.75時,97.0,3.0,65.0
2018-10-7 22.0時,90.0,3.0,15.0
2018-10-7 22.25時,105.3,3.0,20.0
2018-10-7 22.5時,107.0,3.0,34.0
2018-10-7 23.0時,97.7,3.0,10.0
2018-10-8 0.0時,98.2,3.0,97.0
2018-10-8 0.75時,88.0,1.7,0.0
2018-10-8 1.0時,87.8,1.0,0.0
2018-10-8 1.25時,81.7,2.0,0.0
2018-10-8 1.5時,78.7,2.3,0.0
2018-10-8 1.75時,84.7,2.0,0.0
2018-10-8 2.0時,82.7,2.0,0.0
2018-10-8 2.25時,81.3,2.0,0.0
2018-10-8 2.5時,79.7,2.3,0.0
2018-10-8 2.75時,82.7,2.3,0.0
2018-10-8 3.0時,81.0,2.0,0.0
2018-10-8 3.25時,80.7,2.0,0.0
2018-10-8 3.5時,77.0,2.7,0.0
2018-10-8 3.75時,75.7,2.0,0.0
2018-10-8 4.0時,75.7,2.0,0.0
2018-10-8 4.25時,75.0,2.0,0.0
2018-10-8 4.5時,75.3,2.3,0.0
2018-10-8 4.75時,73.0,2.0,0.0
2018-10-8 5.0時,71.0,2.3,0.0
2018-10-8 5.25時,71.3,2.0,0.0
2018-10-8 5.5時,72.3,2.3,0.0
2018-10-8 5.75時,68.3,1.7,0.0
2018-10-8 6.0時,69.0,1.0,0.0
2018-10-8 6.25時,68.5,2.0,0.0
2018-10-8 6.5時,71.0,1.7,0.0
2018-10-8 6.75時,66.3,1.0,0.0
2018-10-8 7.0時,67.0,1.0,0.0
2018-10-8 7.25時,63.0,2.0,0.0
2018-10-8 7.5時,77.7,3.0,57.0
2018-10-8 9.25時,90.3,3.0,21.0
2018-10-8 9.5時,88.3,3.0,291.0
2018-10-8 9.75時,95.0,3.0,28.5
2018-10-8 10.25時,93.0,3.0,211.0
2018-10-8 10.5時,84.0,3.0,275.3
2018-10-8 10.75時,79.3,3.0,258.7
2018-10-8 11.25時,93.7,3.0,130.0
2018-10-8 21.5時,79.5,3.0,156.0
2018-10-8 22.0時,95.5,3.0,30.0
2018-10-8 22.5時,95.0,3.0,103.0
2018-10-8 22.75時,84.0,3.0,59.5
2018-10-8 23.25時,89.3,3.0,112.5
2018-10-9 0.25時,86.0,1.7,0.0
2018-10-9 0.5時,84.3,1.0,0.0
2018-10-9 0.75時,88.0,2.3,0.0
2018-10-9 1.0時,78.7,1.0,0.0
2018-10-9 1.25時,79.0,1.0,0.0
2018-10-9 1.5時,79.7,1.0,0.0
2018-10-9 1.75時,78.3,1.3,0.0
2018-10-9 2.0時,86.0,1.0,0.0
2018-10-9 2.25時,82.7,1.3,0.0
2018-10-9 2.5時,83.7,1.7,0.0
2018-10-9 2.75時,84.0,1.0,0.0
2018-10-9 3.0時,95.3,1.0,0.0
2018-10-9 3.25時,81.3,2.0,0.0
2018-10-9 3.5時,83.0,2.0,0.0
2018-10-9 3.75時,86.3,2.0,0.0
2018-10-9 4.0時,83.7,1.0,0.0
2018-10-9 4.25時,86.3,2.0,0.0
2018-10-9 4.5時,78.7,2.0,0.0
2018-10-9 4.75時,84.7,2.0,0.0
2018-10-9 5.0時,81.3,2.0,0.0
2018-10-9 5.25時,86.0,2.0,0.0
2018-10-9 5.5時,88.0,2.0,0.0
2018-10-9 5.75時,85.0,2.3,0.0
2018-10-9 6.0時,107.0,2.0,0.0
2018-10-9 6.25時,100.3,2.3,0.0
2018-10-9 6.5時,87.5,3.0,126.0
2018-10-9 6.75時,79.5,3.0,80.0
2018-10-9 7.0時,78.3,3.0,162.3
2018-10-9 7.25時,92.3,3.0,263.0
2018-10-9 7.5時,94.7,3.0,248.0
2018-10-9 7.75時,89.0,3.0,302.7
2018-10-9 8.0時,95.3,3.0,172.5
2018-10-9 8.25時,77.7,3.0,127.0
2018-10-9 8.5時,86.3,3.0,85.0
2018-10-9 8.75時,88.3,3.0,217.0
2018-10-9 9.0時,89.3,3.0,56.0
2018-10-9 9.75時,102.0,3.0,68.5
2018-10-9 10.0時,79.0,3.0,47.0
2018-10-9 10.25時,75.3,3.0,116.3
2018-10-9 11.0時,76.3,3.0,31.0
2018-10-9 11.75時,76.0,3.0,327.0
2018-10-9 21.75時,82.0,3.0,273.0
2018-10-9 22.0時,99.5,3.0,237.5
2018-10-10 0.5時,80.5,2.3,0.0
2018-10-10 0.75時,79.0,1.0,0.0
2018-10-10 1.0時,77.7,2.0,0.0
2018-10-10 1.25時,82.3,2.0,0.0
2018-10-10 1.5時,75.3,1.3,0.0
2018-10-10 1.75時,83.0,1.3,0.0
2018-10-10 2.0時,80.3,1.3,0.0
2018-10-10 2.25時,80.0,1.0,0.0
2018-10-10 2.5時,81.3,1.3,0.0
2018-10-10 2.75時,75.0,2.0,0.0
2018-10-10 3.0時,73.0,1.3,0.0
2018-10-10 3.25時,77.7,1.0,0.0
2018-10-10 3.5時,70.3,1.7,0.0
2018-10-10 3.75時,73.3,2.0,0.0
2018-10-10 4.0時,73.0,2.0,0.0
2018-10-10 4.25時,73.7,2.0,0.0
2018-10-10 4.5時,71.3,2.0,0.0
2018-10-10 4.75時,83.3,2.0,0.0
2018-10-10 5.0時,77.7,2.0,0.0
2018-10-10 5.25時,78.3,2.0,0.0
2018-10-10 5.5時,80.7,2.0,0.0
2018-10-10 5.75時,79.0,2.7,0.0
2018-10-10 6.0時,85.7,2.3,0.0
2018-10-10 6.25時,79.0,2.0,0.0
2018-10-10 7.5時,80.3,3.0,277.7
2018-10-10 7.75時,93.7,3.0,295.5
2018-10-10 8.25時,84.7,3.0,61.0
2018-10-10 8.75時,86.0,3.0,395.0
2018-10-10 10.25時,76.7,3.0,60.7
2018-10-10 10.5時,80.0,3.0,151.5
2018-10-10 10.75時,91.0,3.0,350.5
2018-10-10 11.0時,78.5,3.0,235.2
2018-10-10 11.5時,85.7,3.0,98.0
2018-10-10 11.75時,81.0,3.0,407.7
2018-10-10 21.5時,86.0,3.0,278.7
2018-10-10 22.0時,91.7,3.0,12.0
2018-10-10 22.25時,90.0,3.0,48.0
2018-10-10 22.5時,78.7,3.0,121.0
2018-10-10 22.75時,80.0,3.0,70.5
2018-10-10 23.0時,87.0,3.0,66.0
2018-10-10 23.5時,83.7,3.0,15.0
2018-10-11 0.25時,76.3,3.0,107.5
2018-10-11 0.5時,70.3,2.7,0.0
2018-10-11 0.75時,67.3,2.0,0.0
2018-10-11 1.0時,65.7,2.0,0.0
2018-10-11 1.25時,70.3,1.0,0.0
2018-10-11 1.5時,72.0,1.7,0.0
2018-10-11 1.75時,69.5,2.0,0.0
2018-10-11 2.0時,75.5,2.0,0.0
2018-10-11 2.25時,68.0,1.0,0.0
2018-10-11 2.5時,68.2,1.0,0.0
2018-10-11 2.75時,66.3,1.0,0.0
2018-10-11 3.0時,64.7,1.7,0.0
2018-10-11 3.25時,63.7,1.0,0.0
2018-10-11 3.5時,69.0,1.0,0.0
2018-10-11 3.75時,60.3,2.0,0.0
2018-10-11 4.0時,58.0,2.0,0.0
2018-10-11 4.25時,61.0,2.0,0.0
2018-10-11 4.5時,67.5,2.0,0.0
2018-10-11 4.75時,78.5,2.0,0.0
2018-10-11 5.0時,83.0,2.0,0.0
2018-10-11 5.25時,69.3,2.0,0.0
2018-10-11 5.5時,65.7,2.3,0.0
2018-10-11 5.75時,67.0,2.0,0.0
2018-10-11 6.0時,81.5,2.0,0.0
2018-10-11 6.25時,76.3,2.7,0.0
2018-10-11 6.5時,87.0,3.0,86.0
2018-10-11 6.75時,82.3,3.0,57.0
2018-10-11 7.0時,92.7,3.0,269.5
2018-10-11 7.25時,97.7,3.0,227.3
2018-10-11 7.5時,80.7,3.0,314.0
2018-10-11 7.75時,71.3,3.0,223.0
2018-10-11 8.0時,79.3,3.0,69.0
2018-10-11 8.25時,81.3,3.0,57.7
2018-10-11 9.0時,88.7,3.0,34.0
2018-10-11 9.25時,83.7,3.0,43.0
2018-10-11 9.5時,74.3,3.0,139.0
2018-10-11 10.0時,89.3,3.0,99.0
2018-10-11 10.25時,77.5,3.0,49.0
2018-10-11 10.75時,91.5,3.0,65.0
2018-10-11 11.0時,79.3,3.0,39.0
2018-10-11 11.25時,83.3,3.0,15.5
2018-10-11 11.75時,81.7,3.0,199.7
2018-10-12 9.0時,82.3,3.0,36.0
2018-10-12 9.75時,75.3,3.0,50.0
2018-10-12 10.25時,87.0,3.0,180.0
2018-10-12 10.75時,83.8,3.0,152.0
2018-10-12 11.0時,85.3,3.0,15.5
2018-10-12 11.5時,75.0,3.0,125.0
2018-10-12 11.75時,85.3,3.0,61.0
2018-10-12 21.75時,80.5,3.0,102.5
2018-10-12 22.0時,103.7,3.0,206.0
2018-10-12 22.25時,90.0,3.0,380.0
2018-10-12 22.5時,94.3,3.0,250.0
2018-10-12 22.75時,84.5,3.0,233.0
2018-10-13 21.75時,91.0,3.0,321.0
2018-10-13 22.0時,111.3,3.0,93.0
2018-10-13 22.5時,84.5,3.0,94.0
2018-10-14 1.25時,80.0,3.0,85.0
2018-10-14 1.75時,84.7,2.0,0.0
2018-10-14 2.0時,81.3,2.0,0.0
2018-10-14 2.25時,80.7,1.3,0.0
2018-10-14 2.5時,79.7,1.3,0.0
2018-10-14 2.75時,84.0,2.0,0.0
2018-10-14 3.0時,82.7,2.0,0.0
2018-10-14 3.25時,81.3,2.0,0.0
2018-10-14 3.5時,81.3,2.0,0.0
2018-10-14 3.75時,84.0,2.7,60.0
2018-10-14 4.0時,91.0,3.0,40.5
2018-10-14 4.5時,79.3,2.0,0.0
2018-10-14 4.75時,79.7,1.0,0.0
2018-10-14 5.0時,77.3,1.7,0.0
2018-10-14 5.25時,83.0,2.0,0.0
2018-10-14 5.5時,90.7,2.0,0.0
2018-10-14 5.75時,81.0,1.3,0.0
2018-10-14 6.0時,78.0,1.3,0.0
2018-10-14 6.25時,76.3,1.0,0.0
2018-10-14 6.5時,69.7,1.7,0.0
2018-10-14 6.75時,68.7,2.0,0.0
2018-10-14 7.0時,72.3,2.0,0.0
2018-10-14 7.25時,70.3,2.0,0.0
2018-10-14 7.5時,75.3,2.3,0.0
2018-10-14 7.75時,69.0,2.0,0.0
2018-10-14 8.0時,69.3,2.0,0.0
2018-10-14 8.25時,74.3,2.0,0.0
2018-10-14 8.5時,70.7,2.5,151.0
2018-10-14 9.0時,74.0,3.0,86.0
2018-10-14 9.25時,85.7,3.0,31.0
2018-10-14 9.5時,68.3,3.0,189.0
2018-10-14 9.75時,68.0,3.0,210.3
2018-10-14 10.0時,85.3,3.0,226.7
2018-10-14 10.25時,89.3,3.0,286.7
2018-10-14 10.5時,85.0,3.0,211.0
2018-10-14 10.75時,89.7,3.0,50.0
2018-10-14 11.0時,78.3,3.0,132.0
2018-10-14 22.0時,84.3,3.0,112.0
2018-10-15 0.75時,75.7,2.0,0.0
2018-10-15 1.0時,74.7,2.0,0.0
2018-10-15 1.25時,74.7,1.0,0.0
2018-10-15 1.5時,72.3,1.0,0.0
2018-10-15 1.75時,69.7,2.0,0.0
2018-10-15 2.0時,79.7,2.0,0.0
2018-10-15 2.25時,94.3,2.0,0.0
2018-10-15 2.5時,95.3,2.0,0.0
2018-10-15 2.75時,71.0,1.7,0.0
2018-10-15 3.0時,71.0,1.3,0.0
2018-10-15 3.25時,74.0,2.0,10.0
2018-10-15 3.5時,66.0,1.3,0.0
2018-10-15 3.75時,64.3,1.0,0.0
2018-10-15 4.0時,71.0,2.0,0.0
2018-10-15 4.25時,57.0,1.7,0.0
2018-10-15 4.5時,69.0,1.0,0.0
2018-10-15 4.75時,64.3,2.0,0.0
2018-10-15 5.0時,60.0,2.0,0.0
2018-10-15 5.25時,65.0,2.0,0.0
2018-10-15 5.5時,66.3,2.0,0.0
2018-10-15 5.75時,64.0,2.3,0.0
2018-10-15 6.0時,63.3,2.0,0.0
2018-10-15 6.25時,86.0,2.3,0.0
2018-10-15 6.5時,65.0,2.3,64.0
2018-10-15 7.0時,87.3,3.0,292.3
2018-10-15 7.25時,93.3,3.0,276.0
2018-10-15 7.5時,99.7,3.0,434.7
2018-10-15 7.75時,84.3,3.0,409.0
2018-10-15 8.0時,79.7,3.0,150.0
2018-10-15 8.25時,81.0,3.0,166.0
2018-10-15 9.0時,88.0,3.0,55.0
2018-10-15 9.25時,65.5,3.0,117.5
2018-10-15 9.5時,75.3,3.0,209.0
2018-10-15 9.75時,87.2,3.0,67.0
2018-10-15 11.25時,84.0,3.0,46.5
2018-10-15 11.5時,75.7,3.0,11.0
2018-10-15 11.75時,76.0,3.0,278.5
2018-10-15 21.5時,96.7,3.0,200.5
2018-10-15 21.75時,89.0,3.0,159.0
2018-10-15 22.0時,83.3,3.0,477.0
2018-10-15 22.25時,87.5,3.0,225.0
2018-10-15 23.75時,76.5,3.0,76.0
2018-10-16 0.25時,79.3,3.0,42.5
2018-10-16 0.75時,76.7,3.0,59.5
2018-10-16 1.0時,67.5,2.3,0.0
2018-10-16 1.25時,65.7,1.0,0.0
2018-10-16 1.5時,67.3,1.0,0.0
2018-10-16 1.75時,68.7,1.7,0.0
2018-10-16 2.0時,65.3,1.3,0.0
2018-10-16 2.25時,67.0,1.0,0.0
2018-10-16 2.5時,67.3,1.7,0.0
2018-10-16 2.75時,67.3,2.0,0.0
2018-10-16 3.0時,66.7,1.0,0.0
2018-10-16 3.25時,71.0,1.7,0.0
2018-10-16 3.5時,66.3,2.0,0.0
2018-10-16 3.75時,64.3,2.0,0.0
2018-10-16 4.0時,64.0,2.0,0.0
2018-10-16 4.25時,62.5,2.0,0.0
2018-10-16 4.5時,63.7,2.0,0.0
2018-10-16 4.75時,64.3,2.0,0.0
2018-10-16 5.0時,68.3,1.7,0.0
2018-10-16 5.25時,72.5,1.0,0.0
2018-10-16 5.5時,67.0,1.7,0.0
2018-10-16 5.75時,69.3,2.0,0.0
2018-10-16 6.0時,66.0,2.0,0.0
2018-10-16 6.25時,88.0,2.3,0.0
2018-10-16 6.5時,84.0,3.0,62.0
2018-10-16 22.0時,79.0,3.0,278.3
2018-10-16 22.25時,79.5,3.0,329.3
2018-10-16 22.5時,93.0,3.0,175.0
2018-10-17 0.75時,74.3,2.0,0.0
2018-10-17 1.0時,86.3,2.7,0.0
2018-10-17 1.25時,74.3,1.0,0.0
2018-10-17 1.5時,71.7,1.0,0.0
2018-10-17 1.75時,70.3,1.0,0.0
2018-10-17 2.0時,68.0,1.3,0.0
2018-10-17 2.25時,69.7,1.0,0.0
2018-10-17 2.5時,68.3,1.7,0.0
2018-10-17 2.75時,68.0,2.0,0.0
2018-10-17 3.0時,70.7,1.3,0.0
2018-10-17 3.25時,69.3,1.0,0.0
2018-10-17 3.5時,70.7,1.0,0.0
2018-10-17 3.75時,71.7,1.0,0.0
2018-10-17 4.0時,65.3,2.0,0.0
2018-10-17 4.25時,67.7,1.3,0.0
2018-10-17 4.5時,68.5,1.0,0.0
2018-10-17 4.75時,74.0,1.0,0.0
2018-10-17 5.0時,64.7,1.0,0.0
2018-10-17 5.25時,67.8,2.0,0.0
2018-10-17 5.5時,64.3,2.0,0.0
2018-10-17 5.75時,65.3,2.0,0.0
2018-10-17 6.0時,62.3,2.3,0.0
2018-10-17 6.25時,74.3,2.0,0.0
2018-10-17 6.5時,112.0,2.0,0.0
2018-10-17 21.5時,88.0,3.0,257.7
2018-10-17 22.25時,81.0,3.0,63.0
2018-10-17 22.5時,90.0,3.0,57.0
2018-10-17 23.25時,88.3,3.0,66.0
2018-10-18 0.25時,78.7,2.3,62.5
2018-10-18 0.5時,71.3,1.0,0.0
2018-10-18 0.75時,70.7,1.3,0.0
2018-10-18 1.0時,67.3,1.0,0.0
2018-10-18 1.25時,68.0,1.0,0.0
2018-10-18 1.5時,63.0,2.0,0.0
2018-10-18 1.75時,67.0,1.0,0.0
2018-10-18 2.0時,68.0,1.0,0.0
2018-10-18 2.25時,65.7,1.0,0.0
2018-10-18 2.5時,72.0,2.0,0.0
2018-10-18 2.75時,64.0,2.0,0.0
2018-10-18 3.0時,59.3,2.0,0.0
2018-10-18 3.25時,64.0,2.0,0.0
2018-10-18 3.5時,63.5,2.0,0.0
2018-10-18 3.75時,67.0,1.3,0.0
2018-10-18 4.0時,66.7,1.3,0.0
2018-10-18 4.25時,66.0,2.0,0.0
2018-10-18 4.5時,67.7,2.3,0.0
2018-10-18 4.75時,67.5,2.0,0.0
2018-10-18 5.0時,73.3,2.0,0.0
2018-10-18 5.25時,64.8,2.0,0.0
2018-10-18 5.5時,66.3,2.0,0.0
2018-10-18 5.75時,67.7,2.3,0.0
2018-10-18 6.0時,72.3,2.3,0.0
2018-10-18 6.25時,68.5,2.3,0.0
2018-10-18 6.5時,84.0,2.7,0.0
2018-10-18 7.0時,104.5,3.0,217.2
2018-10-18 7.25時,77.0,3.0,296.3
2018-10-18 7.5時,92.0,3.0,429.5
2018-10-18 7.75時,88.0,3.0,147.0
2018-10-18 8.0時,96.5,3.0,73.0
2018-10-18 8.25時,81.7,3.0,11.0
2018-10-18 8.75時,91.5,3.0,53.0
2018-10-18 9.0時,83.0,3.0,205.5
2018-10-18 11.5時,89.0,3.0,171.0
2018-10-18 11.75時,78.0,3.0,114.0
2018-10-18 21.5時,83.0,3.0,33.0
2018-10-18 22.0時,82.0,3.0,45.0
2018-10-18 22.25時,92.3,3.0,283.0
2018-10-18 22.75時,99.5,3.0,10.0
2018-10-18 23.0時,90.7,3.0,35.0
