,heart,sleep,step
2018-09-2 6.25時,64.3,2.3,0.0
2018-09-2 6.5時,55.0,1.3,0.0
2018-09-2 6.75時,54.7,1.0,0.0
2018-09-2 7.0時,64.7,2.0,0.0
2018-09-2 7.25時,70.3,2.5,0.0
2018-09-2 7.5時,90.7,3.0,291.0
2018-09-3 4.5時,64.0,2.5,0.0
2018-09-3 4.75時,78.0,2.0,0.0
2018-09-3 5.0時,61.3,2.0,0.0
2018-09-3 5.25時,65.3,2.0,0.0
2018-09-3 5.5時,59.7,2.0,0.0
2018-09-3 5.75時,63.3,2.0,0.0
2018-09-3 6.0時,60.7,2.3,0.0
2018-09-4 0.5時,71.3,2.3,0.0
2018-09-4 0.75時,71.0,2.0,0.0
2018-09-4 1.0時,68.7,2.0,0.0
2018-09-4 1.25時,72.0,2.0,0.0
2018-09-4 1.5時,67.5,1.7,0.0
2018-09-4 1.75時,72.3,1.0,0.0
2018-09-4 2.0時,72.3,1.3,0.0
2018-09-4 2.25時,73.0,1.0,0.0
2018-09-4 2.5時,74.8,1.0,0.0
2018-09-4 2.75時,85.7,1.7,0.0
2018-09-4 3.0時,71.3,2.0,0.0
2018-09-4 3.25時,76.3,2.0,0.0
2018-09-4 3.5時,66.0,1.7,0.0
2018-09-4 3.75時,63.7,1.0,0.0
2018-09-4 4.0時,62.7,1.7,0.0
2018-09-4 4.25時,63.3,2.0,0.0
2018-09-4 4.5時,65.0,1.3,0.0
2018-09-4 4.75時,64.0,1.3,0.0
2018-09-4 5.0時,68.3,2.0,0.0
2018-09-4 5.25時,64.7,2.0,0.0
2018-09-4 5.5時,62.0,2.0,0.0
2018-09-4 5.75時,69.7,2.0,0.0
2018-09-4 6.0時,67.8,2.0,0.0
2018-09-4 6.25時,83.0,2.0,0.0
2018-09-4 6.5時,82.5,2.3,0.0
2018-09-4 22.75時,73.0,2.7,0.0
2018-09-4 23.0時,82.7,2.0,0.0
2018-09-4 23.25時,73.0,2.3,0.0
2018-09-4 23.5時,71.3,2.0,0.0
2018-09-4 23.75時,67.0,2.0,0.0
2018-09-5 0.0時,66.3,2.0,0.0
2018-09-5 0.25時,70.7,2.0,0.0
2018-09-5 0.5時,79.8,2.0,0.0
2018-09-5 0.75時,70.0,1.7,0.0
2018-09-5 1.0時,56.3,1.0,0.0
2018-09-5 1.25時,54.0,2.0,0.0
2018-09-5 1.5時,54.0,2.0,0.0
2018-09-5 1.75時,56.3,2.0,0.0
2018-09-5 2.0時,73.7,2.0,0.0
2018-09-5 2.25時,56.7,2.0,0.0
2018-09-5 2.5時,55.5,1.7,0.0
2018-09-5 2.75時,55.0,1.0,0.0
2018-09-5 3.0時,54.7,1.0,0.0
2018-09-5 3.25時,56.7,1.3,0.0
2018-09-5 3.5時,86.7,1.7,0.0
2018-09-5 3.75時,84.3,1.0,0.0
2018-09-5 4.0時,72.0,1.0,0.0
2018-09-5 4.25時,70.3,1.0,0.0
2018-09-5 4.5時,63.0,1.7,0.0
2018-09-5 4.75時,65.7,1.0,0.0
2018-09-5 5.0時,57.3,1.7,0.0
2018-09-5 5.25時,71.0,2.3,0.0
2018-09-5 5.5時,73.0,2.0,0.0
2018-09-5 5.75時,76.0,2.0,0.0
2018-09-5 6.25時,81.3,2.7,0.0
2018-09-5 6.5時,82.7,2.7,0.0
2018-09-5 6.75時,81.3,2.7,0.0
2018-09-7 0.75時,79.5,3.0,280.0
2018-09-7 1.25時,84.5,3.0,164.0
2018-09-7 1.5時,74.5,3.0,158.5
2018-09-7 1.75時,73.0,2.3,0.0
2018-09-7 2.0時,70.3,1.0,0.0
2018-09-7 2.25時,68.7,1.0,0.0
2018-09-7 2.5時,67.0,1.0,0.0
2018-09-7 2.75時,67.3,1.3,0.0
2018-09-7 3.0時,63.3,2.0,0.0
2018-09-7 3.25時,62.7,2.0,0.0
2018-09-7 3.5時,66.3,2.0,0.0
2018-09-7 3.75時,68.3,2.0,0.0
2018-09-7 4.0時,70.3,2.0,0.0
2018-09-7 4.25時,84.7,2.0,0.0
2018-09-7 4.5時,76.0,1.0,0.0
2018-09-7 4.75時,68.0,1.3,0.0
2018-09-7 5.0時,65.3,2.0,0.0
2018-09-7 5.25時,66.3,2.0,0.0
2018-09-7 5.5時,66.7,2.0,0.0
2018-09-7 5.75時,74.3,2.0,0.0
2018-09-7 6.0時,67.7,2.0,0.0
2018-09-7 6.25時,70.0,2.0,0.0
2018-09-7 6.5時,66.0,2.7,59.0
2018-09-7 6.75時,80.0,3.0,122.0
2018-09-7 7.0時,84.0,3.0,222.0
2018-09-7 7.25時,92.8,3.0,308.0
2018-09-7 7.5時,88.3,3.0,298.0
2018-09-7 7.75時,84.0,3.0,196.0
2018-09-7 8.0時,79.7,3.0,105.0
2018-09-7 8.25時,79.0,3.0,291.0
2018-09-7 9.25時,79.7,3.0,23.0
2018-09-7 11.5時,94.7,3.0,259.0
2018-09-7 11.75時,84.0,3.0,313.7
2018-09-7 21.5時,87.0,3.0,40.0
2018-09-7 21.75時,87.5,3.0,113.0
2018-09-7 22.0時,86.0,3.0,12.0
2018-09-7 22.25時,85.0,3.0,32.0
2018-09-7 22.5時,102.3,3.0,99.0
2018-09-7 22.75時,87.5,3.0,111.5
2018-09-7 23.0時,93.3,3.0,360.0
2018-09-7 23.25時,92.7,3.0,213.2
2018-09-8 0.0時,92.0,3.0,115.0
2018-09-8 0.75時,94.5,3.0,103.5
2018-09-8 1.25時,86.3,2.3,0.0
2018-09-8 1.5時,85.7,1.0,0.0
2018-09-8 1.75時,81.3,2.0,0.0
2018-09-8 2.0時,80.0,2.0,0.0
2018-09-8 2.25時,80.3,1.7,0.0
2018-09-8 2.5時,80.3,1.0,0.0
2018-09-8 2.75時,78.0,1.3,0.0
2018-09-8 3.0時,83.0,2.0,0.0
2018-09-8 3.25時,79.3,2.0,0.0
2018-09-8 3.5時,87.5,2.0,0.0
2018-09-8 3.75時,76.7,2.0,0.0
2018-09-8 4.0時,79.7,2.0,0.0
2018-09-8 4.25時,77.7,2.0,0.0
2018-09-8 4.5時,83.3,2.3,0.0
2018-09-8 4.75時,85.7,2.0,0.0
2018-09-8 5.0時,91.3,2.0,0.0
2018-09-8 5.25時,80.0,2.0,0.0
2018-09-8 5.5時,78.7,2.3,0.0
2018-09-8 5.75時,77.3,2.0,0.0
2018-09-8 6.0時,79.7,2.0,0.0
2018-09-8 6.25時,79.3,2.0,0.0
2018-09-8 6.5時,78.7,2.0,0.0
2018-09-8 6.75時,81.7,2.0,0.0
2018-09-8 7.0時,79.0,2.0,0.0
2018-09-8 7.25時,79.3,2.3,0.0
2018-09-8 7.5時,75.3,3.0,52.0
2018-09-8 8.25時,81.0,3.0,104.5
2018-09-8 8.75時,78.3,3.0,71.3
2018-09-8 9.0時,78.3,3.0,157.0
2018-09-8 9.5時,75.3,3.0,170.3
2018-09-8 9.75時,112.3,3.0,325.7
2018-09-8 10.0時,103.0,3.0,250.0
2018-09-8 10.25時,94.0,3.0,296.5
2018-09-8 10.5時,84.3,3.0,137.0
2018-09-8 11.25時,90.7,3.0,53.0
2018-09-8 11.5時,83.7,3.0,54.0
2018-09-8 11.75時,86.0,3.0,61.0
2018-09-8 23.75時,93.0,1.0,0.0
2018-09-9 0.0時,96.0,1.3,0.0
2018-09-9 0.25時,104.5,2.3,0.0
2018-09-9 0.5時,92.3,2.0,0.0
2018-09-9 0.75時,91.0,2.3,0.0
2018-09-9 1.0時,89.0,2.0,0.0
2018-09-9 1.25時,87.7,2.0,0.0
2018-09-9 1.5時,91.0,2.3,0.0
2018-09-9 1.75時,85.7,2.0,0.0
2018-09-9 2.0時,93.7,2.3,0.0
2018-09-9 2.25時,89.7,2.3,0.0
2018-09-9 2.5時,95.7,1.3,0.0
2018-09-9 2.75時,87.7,1.3,0.0
2018-09-9 3.0時,83.0,2.0,0.0
2018-09-9 3.25時,80.3,2.0,0.0
2018-09-9 3.5時,82.3,2.3,0.0
2018-09-9 3.75時,98.7,2.0,0.0
2018-09-9 4.0時,77.0,2.0,0.0
2018-09-9 4.25時,76.7,2.0,0.0
2018-09-9 4.5時,90.0,2.0,0.0
2018-09-9 4.75時,82.0,1.3,0.0
2018-09-9 5.0時,77.0,1.0,0.0
2018-09-9 5.25時,73.8,2.0,0.0
2018-09-9 5.5時,69.3,2.0,0.0
2018-09-9 5.75時,72.3,2.0,0.0
2018-09-9 6.0時,79.7,2.0,0.0
2018-09-9 6.25時,71.3,1.0,0.0
2018-09-9 6.5時,83.0,1.7,0.0
2018-09-9 6.75時,74.7,2.7,0.0
2018-09-9 7.0時,68.7,2.0,0.0
2018-09-9 7.25時,68.0,2.0,0.0
2018-09-9 7.5時,71.3,2.0,0.0
2018-09-9 7.75時,66.3,2.0,0.0
2018-09-9 8.0時,89.5,2.7,0.0
2018-09-9 8.25時,80.5,2.7,0.0
2018-09-9 8.5時,98.3,2.7,0.0
2018-09-10 2.0時,48.3,2.3,0.0
2018-09-10 2.25時,67.3,2.0,0.0
2018-09-10 2.5時,69.7,2.0,0.0
2018-09-10 2.75時,69.0,1.7,0.0
2018-09-10 3.0時,64.7,1.0,0.0
2018-09-10 3.25時,65.7,1.7,0.0
2018-09-10 3.5時,61.3,2.0,0.0
2018-09-10 3.75時,61.3,2.0,0.0
2018-09-10 4.0時,63.7,2.0,0.0
2018-09-10 4.25時,72.3,2.0,0.0
2018-09-10 4.5時,61.7,2.0,0.0
2018-09-10 4.75時,75.7,2.0,0.0
2018-09-10 5.0時,63.5,1.0,0.0
2018-09-10 5.25時,63.7,1.0,0.0
2018-09-10 5.5時,62.2,1.0,0.0
2018-09-10 5.75時,75.3,1.7,0.0
2018-09-10 6.0時,73.7,2.0,0.0
2018-09-10 9.0時,77.0,3.0,117.0
2018-09-10 11.0時,85.3,3.0,46.0
2018-09-10 11.25時,72.0,3.0,219.0
2018-09-10 11.5時,82.3,3.0,10.0
2018-09-10 11.75時,84.0,3.0,227.0
2018-09-10 21.75時,87.3,3.0,452.0
2018-09-10 22.0時,90.7,3.0,406.7
2018-09-10 22.25時,89.0,3.0,411.5
2018-09-10 22.75時,91.7,3.0,59.3
2018-09-10 23.0時,84.0,3.0,73.7
2018-09-10 23.25時,90.3,3.0,22.0
2018-09-10 23.5時,82.3,3.0,65.0
2018-09-11 0.25時,87.3,3.0,154.0
2018-09-11 1.0時,72.2,2.7,0.0
2018-09-11 1.25時,69.0,2.0,0.0
2018-09-11 1.5時,64.3,2.0,0.0
2018-09-11 1.75時,66.0,1.0,0.0
2018-09-11 2.0時,60.0,1.7,0.0
2018-09-11 2.25時,63.3,1.0,0.0
2018-09-11 2.5時,75.0,1.0,0.0
2018-09-11 2.75時,58.3,1.0,0.0
2018-09-11 3.0時,60.3,1.3,0.0
2018-09-11 3.25時,60.5,2.0,0.0
2018-09-11 3.5時,56.3,2.0,0.0
2018-09-11 3.75時,77.0,2.0,0.0
2018-09-11 4.0時,53.7,2.0,0.0
2018-09-11 4.25時,55.7,2.0,0.0
2018-09-11 4.5時,62.0,2.0,0.0
2018-09-11 4.75時,55.3,2.0,0.0
2018-09-11 5.0時,53.7,2.0,0.0
2018-09-11 5.25時,55.7,2.0,0.0
2018-09-11 5.5時,60.0,2.0,0.0
2018-09-11 5.75時,54.3,2.0,0.0
2018-09-11 6.0時,67.0,2.5,189.0
2018-09-11 6.5時,76.3,3.0,43.0
2018-09-11 6.75時,79.3,3.0,229.0
2018-09-11 7.0時,83.7,3.0,107.0
2018-09-11 7.25時,86.7,3.0,281.0
2018-09-11 7.5時,73.7,3.0,294.3
2018-09-11 7.75時,86.7,3.0,150.0
2018-09-11 8.0時,84.3,3.0,209.0
2018-09-11 8.75時,82.3,3.0,45.0
2018-09-11 9.0時,82.7,3.0,34.5
2018-09-11 9.5時,87.0,3.0,85.0
2018-09-11 9.75時,79.3,3.0,53.0
2018-09-11 10.0時,76.0,3.0,122.5
2018-09-11 11.5時,77.7,3.0,31.5
2018-09-11 11.75時,86.3,3.0,218.0
2018-09-11 21.5時,98.5,3.0,235.3
2018-09-11 21.75時,85.0,3.0,333.5
2018-09-12 1.5時,75.5,2.0,0.0
2018-09-12 1.75時,72.0,2.0,0.0
2018-09-12 2.0時,70.0,2.0,0.0
2018-09-12 2.25時,74.3,2.0,0.0
2018-09-12 2.5時,70.0,1.7,0.0
2018-09-12 2.75時,69.3,1.0,0.0
2018-09-12 3.0時,67.0,1.0,0.0
2018-09-12 3.25時,64.7,1.0,0.0
2018-09-12 3.5時,64.0,1.0,0.0
2018-09-12 3.75時,62.0,1.0,0.0
2018-09-12 4.0時,69.7,2.0,0.0
2018-09-12 4.25時,74.0,2.0,0.0
2018-09-12 4.5時,77.7,1.7,0.0
2018-09-12 4.75時,68.3,1.0,0.0
2018-09-12 5.0時,72.0,2.0,64.0
2018-09-12 5.25時,65.7,3.0,53.0
2018-09-12 5.5時,73.0,2.3,0.0
2018-09-12 5.75時,83.7,1.0,0.0
2018-09-12 6.0時,73.7,2.0,0.0
2018-09-12 7.0時,90.0,3.0,183.5
2018-09-12 7.25時,93.3,3.0,343.0
2018-09-12 7.5時,85.3,3.0,273.0
2018-09-12 7.75時,89.0,3.0,274.0
2018-09-12 8.0時,79.3,3.0,48.0
2018-09-12 8.75時,87.3,3.0,126.5
2018-09-12 9.0時,80.8,3.0,95.0
2018-09-12 9.5時,83.7,3.0,42.0
2018-09-12 9.75時,85.0,3.0,19.0
2018-09-12 10.0時,83.0,3.0,57.0
2018-09-12 10.5時,86.0,3.0,376.5
2018-09-12 11.0時,87.3,3.0,224.0
2018-09-12 21.5時,89.3,3.0,134.7
2018-09-12 21.75時,87.0,3.0,45.0
2018-09-12 22.0時,81.0,3.0,60.5
2018-09-12 22.25時,86.0,3.0,133.0
2018-09-12 22.5時,82.3,3.0,21.0
2018-09-12 22.75時,88.7,3.0,35.0
2018-09-12 23.0時,86.0,3.0,14.0
2018-09-12 23.25時,88.3,3.0,153.0
2018-09-13 0.25時,83.3,3.0,160.5
2018-09-13 0.5時,100.3,3.0,150.5
2018-09-13 1.0時,83.7,3.0,135.0
2018-09-13 1.25時,77.3,2.7,0.0
2018-09-13 1.5時,77.0,2.0,0.0
2018-09-13 1.75時,74.0,2.0,0.0
2018-09-13 2.0時,74.3,2.0,0.0
2018-09-13 2.25時,78.7,1.3,0.0
2018-09-13 2.5時,77.3,1.0,0.0
2018-09-13 2.75時,76.0,1.0,0.0
2018-09-13 3.0時,72.3,2.0,0.0
2018-09-13 3.25時,74.3,2.0,0.0
2018-09-13 3.5時,70.3,2.3,0.0
2018-09-13 3.75時,68.7,2.0,0.0
2018-09-13 4.0時,67.7,2.0,0.0
2018-09-13 4.25時,67.0,2.0,0.0
2018-09-13 4.5時,72.7,2.0,0.0
2018-09-13 4.75時,70.0,2.0,0.0
2018-09-13 5.0時,66.7,2.0,0.0
2018-09-13 5.25時,68.0,2.3,0.0
2018-09-13 5.5時,68.7,2.0,0.0
2018-09-13 5.75時,73.0,2.0,0.0
2018-09-13 6.0時,78.0,2.3,0.0
2018-09-13 6.25時,76.0,2.0,229.0
2018-09-13 6.5時,73.5,3.0,216.5
2018-09-13 6.75時,83.7,3.0,42.0
2018-09-13 7.0時,75.3,3.0,251.0
2018-09-13 7.25時,77.7,3.0,309.3
2018-09-13 7.5時,89.7,3.0,326.7
2018-09-13 7.75時,94.0,3.0,104.3
2018-09-13 8.5時,85.7,3.0,151.0
2018-09-13 9.5時,88.3,3.0,137.5
2018-09-13 10.0時,78.0,3.0,56.0
2018-09-13 10.25時,88.0,3.0,118.0
2018-09-13 11.25時,78.5,3.0,169.0
2018-09-13 11.75時,80.0,3.0,136.7
2018-09-14 0.0時,77.0,3.0,163.0
2018-09-14 0.5時,83.5,3.0,282.2
2018-09-14 0.75時,77.5,3.0,283.0
2018-09-14 1.25時,80.0,3.0,94.0
2018-09-14 1.5時,78.5,3.0,28.0
2018-09-14 2.25時,82.0,3.0,186.0
2018-09-14 2.75時,69.3,1.7,0.0
2018-09-14 3.0時,67.7,1.0,0.0
2018-09-14 3.25時,72.0,1.7,0.0
2018-09-14 3.5時,88.7,1.3,0.0
2018-09-14 3.75時,66.7,1.0,0.0
2018-09-14 4.0時,67.3,1.0,0.0
2018-09-14 4.25時,71.3,1.7,0.0
2018-09-14 4.5時,63.0,1.7,0.0
2018-09-14 4.75時,65.0,1.0,0.0
2018-09-14 5.0時,64.0,2.0,0.0
2018-09-14 5.25時,64.3,2.0,0.0
2018-09-14 5.5時,67.7,2.0,0.0
2018-09-14 5.75時,82.3,2.0,0.0
2018-09-14 6.0時,70.3,2.3,0.0
2018-09-14 6.25時,75.0,3.0,42.0
2018-09-14 6.75時,80.3,3.0,77.0
2018-09-14 7.0時,85.0,3.0,289.3
2018-09-14 7.75時,95.3,3.0,335.7
2018-09-14 8.0時,80.0,3.0,92.0
2018-09-14 8.5時,88.0,3.0,66.0
2018-09-14 8.75時,86.8,3.0,34.3
2018-09-14 9.75時,83.7,3.0,128.7
2018-09-14 10.0時,77.0,3.0,139.0
2018-09-14 11.25時,82.3,3.0,158.0
2018-09-14 11.5時,88.7,3.0,156.5
2018-09-14 11.75時,78.3,3.0,251.7
2018-09-14 21.5時,90.0,3.0,219.0
2018-09-14 21.75時,89.0,3.0,497.7
2018-09-14 22.0時,109.3,3.0,415.5
2018-09-14 22.25時,79.3,3.0,464.7
2018-09-15 0.0時,90.0,3.0,59.0
2018-09-15 0.75時,82.3,2.7,88.0
2018-09-15 1.0時,69.7,2.0,0.0
2018-09-15 1.25時,69.0,2.0,0.0
2018-09-15 1.5時,72.7,2.0,0.0
2018-09-15 1.75時,66.3,2.0,0.0
2018-09-15 2.0時,64.7,2.0,0.0
2018-09-15 2.25時,66.0,2.0,0.0
2018-09-15 2.5時,65.7,2.0,0.0
2018-09-15 2.75時,62.7,2.0,0.0
2018-09-15 3.0時,63.0,2.0,0.0
2018-09-15 3.25時,63.0,2.0,0.0
2018-09-15 3.5時,63.7,1.0,0.0
2018-09-15 3.75時,63.7,1.3,0.0
2018-09-15 4.0時,58.3,1.0,0.0
2018-09-15 4.25時,56.0,2.0,0.0
2018-09-15 4.5時,67.3,2.0,0.0
2018-09-15 4.75時,59.0,1.3,0.0
2018-09-15 5.0時,61.3,1.0,0.0
2018-09-15 5.25時,61.7,1.3,0.0
2018-09-15 5.5時,64.3,2.0,0.0
2018-09-15 5.75時,68.7,2.0,0.0
2018-09-15 6.0時,69.0,2.0,0.0
2018-09-15 6.25時,83.5,2.3,0.0
2018-09-15 6.5時,71.7,2.3,0.0
2018-09-15 6.75時,64.0,2.0,0.0
2018-09-15 7.0時,63.7,2.0,0.0
2018-09-15 7.25時,62.8,2.0,0.0
2018-09-15 7.5時,69.0,2.0,102.0
2018-09-15 8.25時,80.0,3.0,260.0
2018-09-15 8.5時,78.7,3.0,78.0
2018-09-15 8.75時,80.0,3.0,264.5
2018-09-15 9.25時,78.7,3.0,96.0
2018-09-15 9.5時,77.0,3.0,26.0
2018-09-15 9.75時,76.3,3.0,89.0
2018-09-15 11.75時,72.3,3.0,79.5
2018-09-15 22.25時,82.7,2.3,0.0
2018-09-15 22.5時,85.0,1.0,0.0
2018-09-15 22.75時,83.3,1.0,0.0
2018-09-15 23.0時,87.0,1.0,0.0
2018-09-15 23.25時,80.0,1.3,0.0
2018-09-15 23.5時,85.7,1.0,0.0
2018-09-15 23.75時,74.5,1.3,0.0
2018-09-16 0.0時,73.5,1.0,0.0
2018-09-16 0.25時,75.7,1.0,0.0
2018-09-16 0.5時,74.3,1.0,0.0
2018-09-16 0.75時,69.7,1.7,0.0
2018-09-16 1.0時,66.3,2.0,0.0
2018-09-16 1.25時,66.3,2.3,0.0
2018-09-16 1.5時,69.3,2.0,0.0
2018-09-16 1.75時,76.0,2.3,0.0
2018-09-16 2.0時,70.0,1.0,0.0
2018-09-16 2.25時,63.7,1.3,0.0
2018-09-16 2.5時,80.0,1.0,0.0
2018-09-16 2.75時,66.0,1.7,0.0
2018-09-16 3.0時,68.3,2.0,0.0
2018-09-16 3.25時,64.7,1.3,0.0
2018-09-16 3.5時,65.0,1.0,0.0
2018-09-16 3.75時,64.3,1.3,0.0
2018-09-16 4.0時,63.7,1.0,0.0
2018-09-16 4.25時,61.0,1.7,0.0
2018-09-16 4.5時,61.0,2.0,0.0
2018-09-16 4.75時,67.3,2.3,0.0
2018-09-16 5.0時,70.0,2.0,0.0
2018-09-16 5.25時,58.0,2.0,0.0
2018-09-16 5.5時,57.0,2.0,0.0
2018-09-16 5.75時,63.7,2.0,0.0
2018-09-16 6.0時,59.3,2.0,0.0
2018-09-16 6.25時,59.7,2.0,0.0
2018-09-16 6.5時,59.7,2.0,0.0
2018-09-16 6.75時,70.7,2.0,0.0
2018-09-16 7.0時,61.7,2.0,0.0
2018-09-16 7.25時,64.3,2.0,0.0
2018-09-16 7.5時,71.7,2.0,0.0
2018-09-16 7.75時,70.7,2.0,0.0
2018-09-16 21.5時,92.0,3.0,50.5
2018-09-16 22.75時,82.0,2.7,0.0
2018-09-16 23.0時,85.7,1.7,0.0
2018-09-16 23.25時,83.7,1.0,0.0
2018-09-16 23.5時,79.7,1.3,0.0
2018-09-16 23.75時,82.5,1.0,0.0
2018-09-17 0.0時,78.0,2.0,0.0
2018-09-17 0.25時,74.0,2.0,0.0
2018-09-17 0.5時,77.0,1.3,0.0
2018-09-17 0.75時,78.0,1.0,0.0
2018-09-17 1.0時,75.3,1.7,0.0
2018-09-17 1.25時,76.3,2.0,0.0
2018-09-17 1.5時,72.3,2.0,0.0
2018-09-17 1.75時,71.3,2.0,0.0
2018-09-17 2.0時,71.0,2.0,0.0
2018-09-17 2.25時,77.3,2.0,0.0
2018-09-17 2.5時,73.7,2.0,0.0
2018-09-17 2.75時,70.3,2.0,0.0
2018-09-17 3.0時,74.3,1.0,0.0
2018-09-17 3.25時,74.3,1.0,0.0
2018-09-17 3.5時,69.7,2.0,0.0
2018-09-17 3.75時,88.3,2.0,0.0
2018-09-17 4.0時,68.7,2.0,0.0
2018-09-17 4.25時,69.3,2.0,0.0
2018-09-17 4.5時,70.3,2.0,0.0
2018-09-17 4.75時,66.3,2.0,0.0
2018-09-17 5.0時,67.7,2.0,0.0
2018-09-17 5.25時,75.7,2.0,0.0
2018-09-17 5.5時,66.7,1.0,0.0
2018-09-17 5.75時,69.7,1.0,0.0
2018-09-17 6.0時,74.5,1.7,0.0
2018-09-17 6.25時,76.0,1.0,0.0
2018-09-17 6.5時,81.0,1.3,0.0
2018-09-17 6.75時,66.7,2.0,0.0
2018-09-17 7.0時,66.0,2.0,0.0
2018-09-17 7.25時,66.0,2.3,0.0
2018-09-17 23.0時,74.7,2.3,0.0
2018-09-17 23.25時,72.3,2.0,0.0
2018-09-17 23.5時,74.0,2.0,0.0
2018-09-17 23.75時,69.0,2.0,0.0
2018-09-18 0.0時,72.0,2.0,0.0
2018-09-18 0.25時,67.7,2.0,0.0
2018-09-18 0.5時,70.7,2.0,0.0
2018-09-18 0.75時,73.3,2.0,0.0
2018-09-18 1.0時,73.3,2.0,0.0
2018-09-18 1.25時,75.7,1.0,0.0
2018-09-18 1.5時,68.3,1.7,0.0
2018-09-18 1.75時,66.3,2.0,0.0
2018-09-18 2.0時,65.0,2.0,0.0
2018-09-18 2.25時,64.0,1.0,0.0
2018-09-18 2.5時,72.0,1.3,0.0
2018-09-18 2.75時,65.0,2.0,0.0
2018-09-18 3.0時,67.7,2.0,0.0
2018-09-18 3.25時,74.0,2.0,0.0
2018-09-18 3.5時,63.0,2.0,0.0
2018-09-18 3.75時,65.3,1.7,0.0
2018-09-18 4.0時,69.7,1.0,0.0
2018-09-18 4.25時,63.7,1.0,0.0
2018-09-18 4.5時,68.3,1.3,0.0
2018-09-18 4.75時,64.0,1.7,0.0
2018-09-18 5.0時,65.0,1.0,0.0
2018-09-18 5.25時,69.3,2.0,0.0
2018-09-18 5.5時,70.7,1.3,0.0
2018-09-18 5.75時,69.3,1.0,0.0
2018-09-18 6.0時,77.0,2.0,0.0
2018-09-18 6.25時,68.5,3.0,73.0
2018-09-18 6.5時,92.5,3.0,92.5
2018-09-18 6.75時,82.3,3.0,123.0
2018-09-18 7.0時,78.3,3.0,209.5
2018-09-18 7.5時,94.0,3.0,146.5
2018-09-18 7.75時,90.0,3.0,450.0
2018-09-18 8.0時,96.3,3.0,319.0
2018-09-18 8.25時,94.7,3.0,154.5
2018-09-18 8.75時,84.7,3.0,90.0
2018-09-18 9.75時,82.5,3.0,133.0
2018-09-18 10.0時,79.7,3.0,76.0
2018-09-18 10.5時,87.0,3.0,81.0
2018-09-18 10.75時,85.0,3.0,62.5
2018-09-18 11.0時,84.3,3.0,19.5
2018-09-18 21.75時,95.3,3.0,133.0
2018-09-18 22.0時,88.0,3.0,346.7
2018-09-18 22.25時,121.0,3.0,484.0
